E,dos,int,EF
-3.02,1.24E+00,4.24E+00,
-3.01,1.38E+00,4.25E+00,
-3,1.54E+00,4.27E+00,
-2.99,1.71E+00,4.28E+00,
-2.98,1.89E+00,4.30E+00,
-2.97,2.05E+00,4.32E+00,
-2.96,2.19E+00,4.34E+00,
-2.95,2.29E+00,4.37E+00,
-2.94,2.35E+00,4.39E+00,
-2.93,2.37E+00,4.41E+00,
-2.92,2.35E+00,4.44E+00,
-2.91,2.30E+00,4.46E+00,
-2.9,2.23E+00,4.48E+00,
-2.89,2.14E+00,4.50E+00,
-2.88,2.05E+00,4.53E+00,
-2.87,1.96E+00,4.54E+00,
-2.86,1.87E+00,4.56E+00,
-2.85,1.79E+00,4.58E+00,
-2.84,1.72E+00,4.60E+00,
-2.83,1.66E+00,4.61E+00,
-2.82,1.60E+00,4.63E+00,
-2.81,1.56E+00,4.65E+00,
-2.8,1.51E+00,4.66E+00,
-2.79,1.48E+00,4.68E+00,
-2.78,1.44E+00,4.69E+00,
-2.77,1.41E+00,4.71E+00,
-2.76,1.39E+00,4.72E+00,
-2.75,1.36E+00,4.73E+00,
-2.74,1.34E+00,4.75E+00,
-2.73,1.32E+00,4.76E+00,
-2.72,1.30E+00,4.77E+00,
-2.71,1.28E+00,4.79E+00,
-2.7,1.27E+00,4.80E+00,
-2.69,1.25E+00,4.81E+00,
-2.68,1.24E+00,4.82E+00,
-2.67,1.22E+00,4.83E+00,
-2.66,1.21E+00,4.85E+00,
-2.65,1.20E+00,4.86E+00,
-2.64,1.19E+00,4.87E+00,
-2.63,1.18E+00,4.88E+00,
-2.62,1.17E+00,4.89E+00,
-2.61,1.16E+00,4.91E+00,
-2.6,1.15E+00,4.92E+00,
-2.59,1.15E+00,4.93E+00,
-2.58,1.14E+00,4.94E+00,
-2.57,1.13E+00,4.95E+00,
-2.56,1.13E+00,4.96E+00,
-2.55,1.12E+00,4.97E+00,
-2.54,1.12E+00,4.99E+00,
-2.53,1.11E+00,5.00E+00,
-2.52,1.11E+00,5.01E+00,
-2.51,1.10E+00,5.02E+00,
-2.5,1.10E+00,5.03E+00,
-2.49,1.10E+00,5.04E+00,
-2.48,1.09E+00,5.05E+00,
-2.47,1.09E+00,5.06E+00,
-2.46,1.09E+00,5.07E+00,
-2.45,1.09E+00,5.08E+00,
-2.44,1.09E+00,5.09E+00,
-2.43,1.09E+00,5.11E+00,
-2.42,1.09E+00,5.12E+00,
-2.41,1.09E+00,5.13E+00,
-2.4,1.09E+00,5.14E+00,
-2.39,1.09E+00,5.15E+00,
-2.38,1.10E+00,5.16E+00,
-2.37,1.10E+00,5.17E+00,
-2.36,1.11E+00,5.18E+00,
-2.35,1.12E+00,5.19E+00,
-2.34,1.13E+00,5.20E+00,
-2.33,1.14E+00,5.22E+00,
-2.32,1.17E+00,5.23E+00,
-2.31,1.20E+00,5.24E+00,
-2.3,1.24E+00,5.25E+00,
-2.29,1.30E+00,5.27E+00,
-2.28,1.38E+00,5.28E+00,
-2.27,1.48E+00,5.29E+00,
-2.26,1.61E+00,5.31E+00,
-2.25,1.75E+00,5.33E+00,
-2.24,1.91E+00,5.35E+00,
-2.23,2.09E+00,5.37E+00,
-2.22,2.27E+00,5.39E+00,
-2.21,2.45E+00,5.41E+00,
-2.2,2.62E+00,5.44E+00,
-2.19,2.77E+00,5.47E+00,
-2.18,2.90E+00,5.50E+00,
-2.17,3.00E+00,5.53E+00,
-2.16,3.07E+00,5.56E+00,
-2.15,3.11E+00,5.59E+00,
-2.14,3.11E+00,5.62E+00,
-2.13,3.07E+00,5.65E+00,
-2.12,2.98E+00,5.68E+00,
-2.11,2.84E+00,5.71E+00,
-2.1,2.67E+00,5.74E+00,
-2.09,2.45E+00,5.76E+00,
-2.08,2.21E+00,5.78E+00,
-2.07,1.96E+00,5.80E+00,
-2.06,1.71E+00,5.82E+00,
-2.05,1.47E+00,5.83E+00,
-2.04,1.25E+00,5.85E+00,
-2.03,1.07E+00,5.86E+00,
-2.02,9.18E-01,5.87E+00,
-2.01,8.05E-01,5.87E+00,
-2,7.23E-01,5.88E+00,
-1.99,6.69E-01,5.89E+00,
-1.98,6.38E-01,5.89E+00,
-1.97,6.23E-01,5.90E+00,
-1.96,6.23E-01,5.91E+00,
-1.95,6.31E-01,5.91E+00,
-1.94,6.46E-01,5.92E+00,
-1.93,6.64E-01,5.93E+00,
-1.92,6.81E-01,5.93E+00,
-1.91,6.95E-01,5.94E+00,
-1.9,7.02E-01,5.95E+00,
-1.89,6.99E-01,5.95E+00,
-1.88,6.82E-01,5.96E+00,
-1.87,6.52E-01,5.97E+00,
-1.86,6.07E-01,5.97E+00,
-1.85,5.49E-01,5.98E+00,
-1.84,4.82E-01,5.98E+00,
-1.83,4.10E-01,5.99E+00,
-1.82,3.37E-01,5.99E+00,
-1.81,2.67E-01,5.99E+00,
-1.8,2.04E-01,6.00E+00,
-1.79,1.50E-01,6.00E+00,
-1.78,1.06E-01,6.00E+00,
-1.77,7.25E-02,6.00E+00,
-1.76,4.76E-02,6.00E+00,
-1.75,3.02E-02,6.00E+00,
-1.74,1.87E-02,6.00E+00,
-1.73,1.20E-02,6.00E+00,
-1.72,9.16E-03,6.00E+00,
-1.71,1.00E-02,6.00E+00,
-1.7,1.55E-02,6.00E+00,
-1.69,2.74E-02,6.00E+00,
-1.68,4.94E-02,6.00E+00,
-1.67,8.69E-02,6.00E+00,
-1.66,1.47E-01,6.00E+00,
-1.65,2.40E-01,6.01E+00,
-1.64,3.75E-01,6.01E+00,
-1.63,5.65E-01,6.02E+00,
-1.62,8.17E-01,6.02E+00,
-1.61,1.14E+00,6.04E+00,
-1.6,1.53E+00,6.05E+00,
-1.59,1.97E+00,6.07E+00,
-1.58,2.47E+00,6.09E+00,
-1.57,2.98E+00,6.12E+00,
-1.56,3.49E+00,6.16E+00,
-1.55,3.96E+00,6.20E+00,
-1.54,4.39E+00,6.24E+00,
-1.53,4.74E+00,6.29E+00,
-1.52,5.01E+00,6.34E+00,
-1.51,5.20E+00,6.39E+00,
-1.5,5.31E+00,6.45E+00,
-1.49,5.36E+00,6.50E+00,
-1.48,5.36E+00,6.55E+00,
-1.47,5.31E+00,6.61E+00,
-1.46,5.23E+00,6.66E+00,
-1.45,5.12E+00,6.71E+00,
-1.44,4.98E+00,6.76E+00,
-1.43,4.82E+00,6.81E+00,
-1.42,4.65E+00,6.85E+00,
-1.41,4.46E+00,6.90E+00,
-1.4,4.26E+00,6.94E+00,
-1.39,4.07E+00,6.98E+00,
-1.38,3.88E+00,7.02E+00,
-1.37,3.70E+00,7.06E+00,
-1.36,3.55E+00,7.09E+00,
-1.35,3.43E+00,7.13E+00,
-1.34,3.35E+00,7.16E+00,
-1.33,3.30E+00,7.19E+00,
-1.32,3.28E+00,7.23E+00,
-1.31,3.31E+00,7.26E+00,
-1.3,3.37E+00,7.29E+00,
-1.29,3.46E+00,7.33E+00,
-1.28,3.58E+00,7.36E+00,
-1.27,3.72E+00,7.40E+00,
-1.26,3.85E+00,7.44E+00,
-1.25,3.98E+00,7.48E+00,
-1.24,4.07E+00,7.52E+00,
-1.23,4.13E+00,7.56E+00,
-1.22,4.15E+00,7.60E+00,
-1.21,4.11E+00,7.64E+00,
-1.2,4.03E+00,7.68E+00,
-1.19,3.91E+00,7.72E+00,
-1.18,3.77E+00,7.76E+00,
-1.17,3.61E+00,7.80E+00,
-1.16,3.45E+00,7.83E+00,
-1.15,3.29E+00,7.86E+00,
-1.14,3.14E+00,7.90E+00,
-1.13,3.00E+00,7.93E+00,
-1.12,2.89E+00,7.95E+00,
-1.11,2.78E+00,7.98E+00,
-1.1,2.70E+00,8.01E+00,
-1.09,2.64E+00,8.04E+00,
-1.08,2.60E+00,8.06E+00,
-1.07,2.59E+00,8.09E+00,
-1.06,2.61E+00,8.11E+00,
-1.05,2.66E+00,8.14E+00,
-1.04,2.74E+00,8.17E+00,
-1.03,2.85E+00,8.20E+00,
-1.02,2.99E+00,8.23E+00,
-1.01,3.14E+00,8.26E+00,
-1,3.29E+00,8.29E+00,
-0.99,3.44E+00,8.32E+00,
-0.98,3.57E+00,8.36E+00,
-0.97,3.68E+00,8.40E+00,
-0.96,3.75E+00,8.43E+00,
-0.95,3.79E+00,8.47E+00,
-0.94,3.80E+00,8.51E+00,
-0.93,3.78E+00,8.55E+00,
-0.92,3.74E+00,8.59E+00,
-0.91,3.69E+00,8.62E+00,
-0.9,3.64E+00,8.66E+00,
-0.89,3.58E+00,8.69E+00,
-0.88,3.53E+00,8.73E+00,
-0.87,3.48E+00,8.76E+00,
-0.86,3.45E+00,8.80E+00,
-0.85,3.42E+00,8.83E+00,
-0.84,3.39E+00,8.87E+00,
-0.83,3.38E+00,8.90E+00,
-0.82,3.37E+00,8.93E+00,
-0.81,3.37E+00,8.97E+00,
-0.8,3.37E+00,9.00E+00,
-0.79,3.38E+00,9.04E+00,
-0.78,3.40E+00,9.07E+00,
-0.77,3.43E+00,9.10E+00,
-0.76,3.45E+00,9.14E+00,
-0.75,3.49E+00,9.17E+00,
-0.74,3.52E+00,9.21E+00,
-0.73,3.55E+00,9.24E+00,
-0.72,3.58E+00,9.28E+00,
-0.71,3.60E+00,9.32E+00,
-0.7,3.61E+00,9.35E+00,
-0.69,3.60E+00,9.39E+00,
-0.68,3.58E+00,9.42E+00,
-0.67,3.55E+00,9.46E+00,
-0.66,3.51E+00,9.49E+00,
-0.65,3.49E+00,9.53E+00,
-0.64,3.49E+00,9.56E+00,
-0.63,3.52E+00,9.60E+00,
-0.62,3.59E+00,9.64E+00,
-0.61,3.72E+00,9.67E+00,
-0.6,3.91E+00,9.71E+00,
-0.59,4.15E+00,9.75E+00,
-0.58,4.45E+00,9.80E+00,
-0.57,4.79E+00,9.85E+00,
-0.56,5.15E+00,9.90E+00,
-0.55,5.53E+00,9.95E+00,
-0.54,5.89E+00,1.00E+01,
-0.53,6.24E+00,1.01E+01,
-0.52,6.56E+00,1.01E+01,
-0.51,6.87E+00,1.02E+01,
-0.5,7.18E+00,1.03E+01,
-0.49,7.51E+00,1.04E+01,
-0.48,7.87E+00,1.04E+01,
-0.47,8.28E+00,1.05E+01,
-0.46,8.74E+00,1.06E+01,
-0.45,9.25E+00,1.07E+01,
-0.44,9.79E+00,1.08E+01,
-0.43,1.03E+01,1.09E+01,
-0.42,1.09E+01,1.10E+01,
-0.41,1.13E+01,1.11E+01,
-0.4,1.18E+01,1.12E+01,
-0.39,1.21E+01,1.14E+01,
-0.38,1.25E+01,1.15E+01,
-0.37,1.28E+01,1.16E+01,
-0.36,1.31E+01,1.17E+01,
-0.35,1.33E+01,1.19E+01,
-0.34,1.36E+01,1.20E+01,
-0.33,1.39E+01,1.22E+01,
-0.32,1.41E+01,1.23E+01,
-0.31,1.43E+01,1.24E+01,
-0.3,1.44E+01,1.26E+01,
-0.29,1.44E+01,1.27E+01,
-0.28,1.42E+01,1.29E+01,
-0.27,1.38E+01,1.30E+01,
-0.26,1.33E+01,1.31E+01,
-0.25,1.26E+01,1.33E+01,
-0.24,1.17E+01,1.34E+01,
-0.23,1.09E+01,1.35E+01,
-0.22,9.96E+00,1.36E+01,
-0.21,9.10E+00,1.37E+01,
-0.2,8.31E+00,1.38E+01,
-0.19,7.61E+00,1.38E+01,
-0.18,7.01E+00,1.39E+01,
-0.17,6.49E+00,1.40E+01,
-0.16,6.04E+00,1.40E+01,
-0.15,5.62E+00,1.41E+01,
-0.14,5.22E+00,1.41E+01,
-0.13,4.80E+00,1.42E+01,
-0.12,4.37E+00,1.42E+01,
-0.11,3.92E+00,1.43E+01,
-0.1,3.47E+00,1.43E+01,
-0.09,3.02E+00,1.43E+01,
-0.08,2.59E+00,1.44E+01,
-0.07,2.21E+00,1.44E+01,
-0.06,1.88E+00,1.44E+01,
-0.05,1.61E+00,1.44E+01,
-0.04,1.40E+00,1.44E+01,
-0.03,1.24E+00,1.44E+01,
-0.02,1.12E+00,1.45E+01,
-0.01,1.04E+00,1.45E+01,
0,9.82E-01,1.45E+01,
0.01,9.47E-01,1.45E+01,
0.02,9.24E-01,1.45E+01,
0.03,9.10E-01,1.45E+01,
0.04,9.01E-01,1.45E+01,
0.05,8.95E-01,1.45E+01,
0.06,8.91E-01,1.45E+01,
0.07,8.89E-01,1.45E+01,
0.08,8.88E-01,1.46E+01,
0.09,8.88E-01,1.46E+01,
0.1,8.88E-01,1.46E+01,
0.11,8.88E-01,1.46E+01,
0.12,8.89E-01,1.46E+01,
0.13,8.90E-01,1.46E+01,
0.14,8.92E-01,1.46E+01,
0.15,8.94E-01,1.46E+01,
0.16,8.96E-01,1.46E+01,
0.17,8.99E-01,1.46E+01,
0.18,9.02E-01,1.46E+01,
0.19,9.05E-01,1.47E+01,
0.2,9.09E-01,1.47E+01,
0.21,9.12E-01,1.47E+01,
0.22,9.16E-01,1.47E+01,
0.23,9.21E-01,1.47E+01,
0.24,9.26E-01,1.47E+01,
0.25,9.31E-01,1.47E+01,
0.26,9.37E-01,1.47E+01,
0.27,9.42E-01,1.47E+01,
0.28,9.49E-01,1.47E+01,
0.29,9.55E-01,1.47E+01,
0.3,9.62E-01,1.48E+01,
0.31,9.70E-01,1.48E+01,
0.32,9.79E-01,1.48E+01,
0.33,9.88E-01,1.48E+01,
0.34,9.99E-01,1.48E+01,
0.35,1.01E+00,1.48E+01,
0.36,1.02E+00,1.48E+01,
0.37,1.04E+00,1.48E+01,
0.38,1.06E+00,1.48E+01,
0.39,1.09E+00,1.48E+01,
0.4,1.13E+00,1.49E+01,
0.41,1.18E+00,1.49E+01,
0.42,1.25E+00,1.49E+01,
0.43,1.36E+00,1.49E+01,
0.44,1.50E+00,1.49E+01,
0.45,1.68E+00,1.49E+01,
0.46,1.92E+00,1.49E+01,
0.47,2.21E+00,1.50E+01,
0.48,2.57E+00,1.50E+01,
0.49,2.97E+00,1.50E+01,
0.5,3.42E+00,1.51E+01,
0.51,3.91E+00,1.51E+01,
0.52,4.41E+00,1.51E+01,
0.53,4.92E+00,1.52E+01,
0.54,5.40E+00,1.52E+01,
0.55,5.84E+00,1.53E+01,
0.56,6.22E+00,1.54E+01,
0.57,6.51E+00,1.54E+01,
0.58,6.68E+00,1.55E+01,
0.59,6.71E+00,1.56E+01,
0.6,6.59E+00,1.56E+01,
0.61,6.30E+00,1.57E+01,
0.62,5.86E+00,1.58E+01,
0.63,5.28E+00,1.58E+01,
0.64,4.61E+00,1.59E+01,
0.65,3.90E+00,1.59E+01,
0.66,3.18E+00,1.59E+01,
0.67,2.50E+00,1.59E+01,
0.68,1.89E+00,1.60E+01,
0.69,1.38E+00,1.60E+01,
0.7,9.70E-01,1.60E+01,
0.71,6.59E-01,1.60E+01,
0.72,4.35E-01,1.60E+01,
0.73,2.86E-01,1.60E+01,
0.74,1.97E-01,1.60E+01,
0.75,1.56E-01,1.60E+01,
0.76,1.52E-01,1.60E+01,
0.77,1.79E-01,1.60E+01,
0.78,2.33E-01,1.60E+01,
0.79,3.10E-01,1.60E+01,
0.8,4.06E-01,1.60E+01,
0.81,5.18E-01,1.60E+01,
0.82,6.39E-01,1.60E+01,
0.83,7.62E-01,1.60E+01,
0.84,8.78E-01,1.60E+01,
0.85,9.81E-01,1.61E+01,
0.86,1.06E+00,1.61E+01,
0.87,1.12E+00,1.61E+01,
0.88,1.16E+00,1.61E+01,
0.89,1.16E+00,1.61E+01,
0.9,1.15E+00,1.61E+01,
0.91,1.12E+00,1.61E+01,
0.92,1.08E+00,1.61E+01,
0.93,1.04E+00,1.61E+01,
0.94,9.94E-01,1.62E+01,
0.95,9.50E-01,1.62E+01,
0.96,9.10E-01,1.62E+01,
0.97,8.74E-01,1.62E+01,
0.98,8.44E-01,1.62E+01,
0.99,8.17E-01,1.62E+01,
1,7.95E-01,1.62E+01,
1.01,7.75E-01,1.62E+01,
1.02,7.58E-01,1.62E+01,
1.03,7.44E-01,1.62E+01,
1.04,7.31E-01,1.62E+01,
1.05,7.19E-01,1.62E+01,
1.06,7.09E-01,1.63E+01,
1.07,6.99E-01,1.63E+01,
1.08,6.91E-01,1.63E+01,
1.09,6.83E-01,1.63E+01,
1.1,6.75E-01,1.63E+01,
1.11,6.69E-01,1.63E+01,
1.12,6.62E-01,1.63E+01,
1.13,6.56E-01,1.63E+01,
1.14,6.50E-01,1.63E+01,
1.15,6.45E-01,1.63E+01,
1.16,6.40E-01,1.63E+01,
1.17,6.35E-01,1.63E+01,
1.18,6.31E-01,1.63E+01,
1.19,6.27E-01,1.63E+01,
1.2,6.23E-01,1.63E+01,
1.21,6.19E-01,1.63E+01,
1.22,6.15E-01,1.64E+01,
1.23,6.12E-01,1.64E+01,
1.24,6.09E-01,1.64E+01,
1.25,6.06E-01,1.64E+01,
1.26,6.04E-01,1.64E+01,
1.27,6.01E-01,1.64E+01,
1.28,5.99E-01,1.64E+01,
1.29,5.97E-01,1.64E+01,
1.3,5.94E-01,1.64E+01,
1.31,5.93E-01,1.64E+01,
1.32,5.91E-01,1.64E+01,
1.33,5.89E-01,1.64E+01,
1.34,5.88E-01,1.64E+01,
1.35,5.86E-01,1.64E+01,
1.36,5.84E-01,1.64E+01,
1.37,5.83E-01,1.64E+01,
1.38,5.81E-01,1.65E+01,
1.39,5.80E-01,1.65E+01,
1.4,5.78E-01,1.65E+01,
1.41,5.76E-01,1.65E+01,
1.42,5.75E-01,1.65E+01,
1.43,5.73E-01,1.65E+01,
1.44,5.72E-01,1.65E+01,
1.45,5.71E-01,1.65E+01,
1.46,5.70E-01,1.65E+01,
1.47,5.69E-01,1.65E+01,
1.48,5.68E-01,1.65E+01,
1.49,5.67E-01,1.65E+01,
1.5,5.66E-01,1.65E+01,
1.51,5.66E-01,1.65E+01,
1.52,5.65E-01,1.65E+01,
1.53,5.64E-01,1.65E+01,
1.54,5.64E-01,1.65E+01,
1.55,5.63E-01,1.65E+01,
1.56,5.63E-01,1.66E+01,
1.57,5.62E-01,1.66E+01,
1.58,5.62E-01,1.66E+01,
1.59,5.62E-01,1.66E+01,
1.6,5.62E-01,1.66E+01,
1.61,5.62E-01,1.66E+01,
1.62,5.62E-01,1.66E+01,
1.63,5.63E-01,1.66E+01,
1.64,5.64E-01,1.66E+01,
1.65,5.65E-01,1.66E+01,
1.66,5.66E-01,1.66E+01,
1.67,5.68E-01,1.66E+01,
1.68,5.70E-01,1.66E+01,
1.69,5.72E-01,1.66E+01,
1.7,5.73E-01,1.66E+01,
1.71,5.76E-01,1.66E+01,
1.72,5.78E-01,1.66E+01,
1.73,5.81E-01,1.66E+01,
1.74,5.86E-01,1.67E+01,
1.75,5.92E-01,1.67E+01,
1.76,6.02E-01,1.67E+01,
1.77,6.18E-01,1.67E+01,
1.78,6.42E-01,1.67E+01,
1.79,6.79E-01,1.67E+01,
1.8,7.34E-01,1.67E+01,
1.81,8.12E-01,1.67E+01,
1.82,9.19E-01,1.67E+01,
1.83,1.06E+00,1.67E+01,
1.84,1.24E+00,1.67E+01,
1.85,1.46E+00,1.67E+01,
1.86,1.72E+00,1.68E+01,
1.87,2.02E+00,1.68E+01,
1.88,2.34E+00,1.68E+01,
1.89,2.68E+00,1.68E+01,
1.9,3.02E+00,1.69E+01,
1.91,3.35E+00,1.69E+01,
1.92,3.65E+00,1.69E+01,
1.93,3.92E+00,1.70E+01,
1.94,4.15E+00,1.70E+01,
1.95,4.32E+00,1.71E+01,
1.96,4.45E+00,1.71E+01,
1.97,4.52E+00,1.72E+01,
1.98,4.54E+00,1.72E+01,
1.99,4.52E+00,1.72E+01,
2,4.47E+00,1.73E+01,
2.01,4.41E+00,1.73E+01,
2.02,4.35E+00,1.74E+01,
2.03,4.30E+00,1.74E+01,
2.04,4.27E+00,1.75E+01,
2.05,4.26E+00,1.75E+01,
2.06,4.27E+00,1.75E+01,
2.07,4.30E+00,1.76E+01,
2.08,4.33E+00,1.76E+01,
2.09,4.35E+00,1.77E+01,
2.1,4.38E+00,1.77E+01,
2.11,4.40E+00,1.78E+01,
2.12,4.42E+00,1.78E+01,
2.13,4.45E+00,1.79E+01,
2.14,4.49E+00,1.79E+01,
2.15,4.56E+00,1.79E+01,
2.16,4.65E+00,1.80E+01,
2.17,4.74E+00,1.80E+01,
2.18,4.85E+00,1.81E+01,
2.19,4.94E+00,1.81E+01,
2.2,5.02E+00,1.82E+01,
2.21,5.07E+00,1.82E+01,
2.22,5.09E+00,1.83E+01,
2.23,5.08E+00,1.83E+01,
2.24,5.07E+00,1.84E+01,
2.25,5.04E+00,1.84E+01,
2.26,5.03E+00,1.85E+01,
2.27,5.04E+00,1.85E+01,
2.28,5.07E+00,1.86E+01,
2.29,5.14E+00,1.86E+01,
2.3,5.23E+00,1.87E+01,
2.31,5.32E+00,1.87E+01,
2.32,5.41E+00,1.88E+01,
2.33,5.46E+00,1.89E+01,
2.34,5.46E+00,1.89E+01,
2.35,5.40E+00,1.90E+01,
2.36,5.27E+00,1.90E+01,
2.37,5.09E+00,1.91E+01,
2.38,4.86E+00,1.91E+01,
2.39,4.63E+00,1.92E+01,
2.4,4.41E+00,1.92E+01,
2.41,4.24E+00,1.92E+01,
2.42,4.12E+00,1.93E+01,
2.43,4.06E+00,1.93E+01,
2.44,4.06E+00,1.94E+01,
2.45,4.10E+00,1.94E+01,
2.46,4.16E+00,1.95E+01,
2.47,4.21E+00,1.95E+01,
2.48,4.23E+00,1.95E+01,
2.49,4.20E+00,1.96E+01,
2.5,4.13E+00,1.96E+01,
2.51,4.00E+00,1.97E+01,
2.52,3.84E+00,1.97E+01,
2.53,3.66E+00,1.97E+01,
2.54,3.47E+00,1.98E+01,
2.55,3.29E+00,1.98E+01,
2.56,3.13E+00,1.98E+01,
2.57,2.99E+00,1.99E+01,
2.58,2.88E+00,1.99E+01,
2.59,2.80E+00,1.99E+01,
2.6,2.75E+00,1.99E+01,
2.61,2.73E+00,2.00E+01,
2.62,2.73E+00,2.00E+01,
2.63,2.77E+00,2.00E+01,
2.64,2.84E+00,2.01E+01,
2.65,2.94E+00,2.01E+01,
2.66,3.09E+00,2.01E+01,
2.67,3.30E+00,2.02E+01,
2.68,3.57E+00,2.02E+01,
2.69,3.91E+00,2.02E+01,
2.7,4.34E+00,2.03E+01,
2.71,4.84E+00,2.03E+01,
2.72,5.41E+00,2.04E+01,
2.73,6.04E+00,2.04E+01,
2.74,6.68E+00,2.05E+01,
2.75,7.30E+00,2.06E+01,
2.76,7.83E+00,2.07E+01,
2.77,8.23E+00,2.07E+01,
2.78,8.45E+00,2.08E+01,
2.79,8.46E+00,2.09E+01,
2.8,8.25E+00,2.10E+01,
2.81,7.85E+00,2.11E+01,
2.82,7.29E+00,2.11E+01,
2.83,6.63E+00,2.12E+01,
2.84,5.94E+00,2.13E+01,
2.85,5.27E+00,2.13E+01,
2.86,4.68E+00,2.14E+01,
2.87,4.18E+00,2.14E+01,
2.88,3.81E+00,2.14E+01,
2.89,3.56E+00,2.15E+01,
2.9,3.43E+00,2.15E+01,
2.91,3.40E+00,2.15E+01,
2.92,3.45E+00,2.16E+01,
2.93,3.57E+00,2.16E+01,
2.94,3.75E+00,2.17E+01,
2.95,3.97E+00,2.17E+01,
2.96,4.23E+00,2.17E+01,
2.97,4.53E+00,2.18E+01,
2.98,4.86E+00,2.18E+01,
2.99,5.24E+00,2.19E+01,
3,5.66E+00,2.19E+01,
3.01,6.12E+00,2.20E+01,
3.02,6.61E+00,2.21E+01,
3.03,7.11E+00,2.21E+01,
3.04,7.58E+00,2.22E+01,
3.05,7.99E+00,2.23E+01,
3.06,8.31E+00,2.24E+01,
3.07,8.49E+00,2.25E+01,
3.08,8.52E+00,2.25E+01,
3.09,8.38E+00,2.26E+01,
3.1,8.07E+00,2.27E+01,
3.11,7.62E+00,2.28E+01,
3.12,7.06E+00,2.29E+01,
3.13,6.43E+00,2.29E+01,
3.14,5.77E+00,2.30E+01,
3.15,5.13E+00,2.30E+01,
3.16,4.52E+00,2.31E+01,
3.17,3.98E+00,2.31E+01,
3.18,3.51E+00,2.31E+01,
3.19,3.13E+00,2.32E+01,
3.2,2.82E+00,2.32E+01,
3.21,2.58E+00,2.32E+01,
3.22,2.40E+00,2.33E+01,
3.23,2.26E+00,2.33E+01,
3.24,2.15E+00,2.33E+01,
3.25,2.07E+00,2.33E+01,
3.26,2.00E+00,2.33E+01,
3.27,1.95E+00,2.34E+01,
3.28,1.91E+00,2.34E+01,
3.29,1.87E+00,2.34E+01,
3.3,1.84E+00,2.34E+01,
3.31,1.82E+00,2.34E+01,
3.32,1.79E+00,2.35E+01,
3.33,1.78E+00,2.35E+01,
3.34,1.76E+00,2.35E+01,
3.35,1.75E+00,2.35E+01,
3.36,1.74E+00,2.35E+01,
3.37,1.73E+00,2.35E+01,
3.38,1.72E+00,2.36E+01,
3.39,1.72E+00,2.36E+01,
3.4,1.71E+00,2.36E+01,
3.41,1.71E+00,2.36E+01,
3.42,1.70E+00,2.36E+01,
3.43,1.70E+00,2.36E+01,
3.44,1.69E+00,2.37E+01,
3.45,1.69E+00,2.37E+01,
3.46,1.68E+00,2.37E+01,
3.47,1.67E+00,2.37E+01,
3.48,1.66E+00,2.37E+01,
3.49,1.65E+00,2.37E+01,
3.5,1.64E+00,2.38E+01,
3.51,1.64E+00,2.38E+01,
3.52,1.65E+00,2.38E+01,
3.53,1.67E+00,2.38E+01,
3.54,1.71E+00,2.38E+01,
3.55,1.77E+00,2.38E+01,
3.56,1.86E+00,2.39E+01,
3.57,1.97E+00,2.39E+01,
3.58,2.09E+00,2.39E+01,
3.59,2.23E+00,2.39E+01,
3.6,2.38E+00,2.40E+01,
3.61,2.52E+00,2.40E+01,
3.62,2.64E+00,2.40E+01,
3.63,2.74E+00,2.40E+01,
3.64,2.81E+00,2.41E+01,
3.65,2.85E+00,2.41E+01,
3.66,2.85E+00,2.41E+01,
3.67,2.83E+00,2.41E+01,
3.68,2.78E+00,2.42E+01,
3.69,2.73E+00,2.42E+01,
3.7,2.67E+00,2.42E+01,
3.71,2.62E+00,2.43E+01,
3.72,2.57E+00,2.43E+01,
3.73,2.55E+00,2.43E+01,
3.74,2.54E+00,2.43E+01,
3.75,2.56E+00,2.44E+01,
3.76,2.59E+00,2.44E+01,
3.77,2.65E+00,2.44E+01,
3.78,2.73E+00,2.44E+01,
3.79,2.82E+00,2.45E+01,
3.8,2.92E+00,2.45E+01,
3.81,3.02E+00,2.45E+01,
3.82,3.13E+00,2.46E+01,
3.83,3.24E+00,2.46E+01,
3.84,3.36E+00,2.46E+01,
3.85,3.49E+00,2.47E+01,
3.86,3.63E+00,2.47E+01,
3.87,3.81E+00,2.47E+01,
3.88,4.03E+00,2.48E+01,
3.89,4.28E+00,2.48E+01,
3.9,4.58E+00,2.49E+01,
3.91,4.90E+00,2.49E+01,
3.92,5.25E+00,2.50E+01,
3.93,5.60E+00,2.50E+01,
3.94,5.93E+00,2.51E+01,
3.95,6.23E+00,2.51E+01,
3.96,6.49E+00,2.52E+01,
3.97,6.69E+00,2.53E+01,
3.98,6.83E+00,2.53E+01,
3.99,6.91E+00,2.54E+01,
4,6.95E+00,2.55E+01,
4.01,6.95E+00,2.55E+01,
4.02,6.92E+00,2.56E+01,
4.03,6.87E+00,2.57E+01,
4.04,6.80E+00,2.57E+01,
4.05,6.71E+00,2.58E+01,
4.06,6.61E+00,2.59E+01,
4.07,6.49E+00,2.59E+01,
4.08,6.34E+00,2.60E+01,
4.09,6.18E+00,2.61E+01,
4.1,6.00E+00,2.61E+01,
4.11,5.82E+00,2.62E+01,
4.12,5.64E+00,2.62E+01,
4.13,5.49E+00,2.63E+01,
4.14,5.37E+00,2.64E+01,
4.15,5.30E+00,2.64E+01,
4.16,5.29E+00,2.65E+01,
4.17,5.34E+00,2.65E+01,
4.18,5.44E+00,2.66E+01,
