0,-55.3038,1.5683,-56.8721
0.0115,-55.3038,,-56.8721
0.0231,-55.3038,,-56.8721
0.0346,-55.3038,,-56.8721
0.0462,-55.3038,,-56.8721
0.0577,-55.3038,,-56.8721
0.0693,-55.3037,,-56.872
0.0808,-55.3037,,-56.872
0.0924,-55.3037,,-56.872
0.1039,-55.3036,,-56.8719
0.1155,-55.3036,,-56.8719
0.127,-55.3035,,-56.8718
0.1386,-55.3035,,-56.8718
0.1501,-55.3034,,-56.8717
0.1617,-55.3034,,-56.8717
0.1732,-55.3033,,-56.8716
0.1848,-55.3033,,-56.8716
0.1963,-55.3032,,-56.8715
0.2078,-55.3031,,-56.8714
0.2194,-55.303,,-56.8713
0.2309,-55.303,,-56.8713
0.2425,-55.3029,,-56.8712
0.254,-55.3028,,-56.8711
0.2656,-55.3027,,-56.871
0.2771,-55.3026,,-56.8709
0.2887,-55.3025,,-56.8708
0.3002,-55.3024,,-56.8707
0.3118,-55.3023,,-56.8706
0.3233,-55.3022,,-56.8705
0.3349,-55.3021,,-56.8704
0.3464,-55.302,,-56.8703
0.358,-55.3018,,-56.8701
0.3695,-55.3017,,-56.87
0.3811,-55.3016,,-56.8699
0.3926,-55.3015,,-56.8698
0.4041,-55.3013,,-56.8696
0.4157,-55.3012,,-56.8695
0.4272,-55.3011,,-56.8694
0.4388,-55.301,,-56.8693
0.4503,-55.3008,,-56.8691
0.4619,-55.3007,,-56.869
0.4734,-55.3006,,-56.8689
0.485,-55.3005,,-56.8688
0.4965,-55.3003,,-56.8686
0.5081,-55.3002,,-56.8685
0.5196,-55.3001,,-56.8684
0.5312,-55.3,,-56.8683
0.5427,-55.3,,-56.8683
0.5543,-55.2999,,-56.8682
0.5658,-55.2999,,-56.8682
0.5774,-55.2999,,-56.8682
0.584,-55.2999,,-56.8682
0.5907,-55.2999,,-56.8682
0.5974,-55.2999,,-56.8682
0.604,-55.2998,,-56.8681
0.6107,-55.2998,,-56.8681
0.6174,-55.2998,,-56.8681
0.624,-55.2998,,-56.8681
0.6307,-55.2998,,-56.8681
0.6374,-55.2998,,-56.8681
0.644,-55.2998,,-56.8681
0.6507,-55.2998,,-56.8681
0.6574,-55.2998,,-56.8681
0.664,-55.2998,,-56.8681
0.6707,-55.2997,,-56.868
0.6774,-55.2997,,-56.868
0.684,-55.2997,,-56.868
0.6907,-55.2997,,-56.868
0.6974,-55.2997,,-56.868
0.704,-55.2996,,-56.8679
0.7107,-55.2996,,-56.8679
0.7174,-55.2996,,-56.8679
0.724,-55.2996,,-56.8679
0.7307,-55.2995,,-56.8678
0.7374,-55.2995,,-56.8678
0.744,-55.2995,,-56.8678
0.7507,-55.2994,,-56.8677
0.7574,-55.2994,,-56.8677
0.764,-55.2994,,-56.8677
0.7707,-55.2993,,-56.8676
0.7774,-55.2993,,-56.8676
0.784,-55.2993,,-56.8676
0.7907,-55.2992,,-56.8675
0.7974,-55.2992,,-56.8675
0.804,-55.2992,,-56.8675
0.8107,-55.2991,,-56.8674
0.8174,-55.2991,,-56.8674
0.824,-55.299,,-56.8673
0.8307,-55.299,,-56.8673
0.8374,-55.299,,-56.8673
0.844,-55.2989,,-56.8672
0.8507,-55.2989,,-56.8672
0.8574,-55.2988,,-56.8671
0.864,-55.2988,,-56.8671
0.8707,-55.2988,,-56.8671
0.8774,-55.2987,,-56.867
0.884,-55.2987,,-56.867
0.8907,-55.2987,,-56.867
0.8974,-55.2986,,-56.8669
0.904,-55.2986,,-56.8669
0.9107,-55.2986,,-56.8669
0.924,-55.2986,,-56.8669
0.9374,-55.2987,,-56.867
0.9507,-55.2987,,-56.867
0.964,-55.2988,,-56.8671
0.9774,-55.2989,,-56.8672
0.9907,-55.2991,,-56.8674
1.004,-55.2992,,-56.8675
1.0174,-55.2994,,-56.8677
1.0307,-55.2995,,-56.8678
1.044,-55.2997,,-56.868
1.0574,-55.2999,,-56.8682
1.0707,-55.3,,-56.8683
1.084,-55.3002,,-56.8685
1.0974,-55.3004,,-56.8687
1.1107,-55.3005,,-56.8688
1.124,-55.3007,,-56.869
1.1374,-55.3009,,-56.8692
1.1507,-55.301,,-56.8693
1.164,-55.3012,,-56.8695
1.1774,-55.3013,,-56.8696
1.1907,-55.3015,,-56.8698
1.204,-55.3016,,-56.8699
1.2174,-55.3018,,-56.8701
1.2307,-55.3019,,-56.8702
1.244,-55.3021,,-56.8704
1.2574,-55.3022,,-56.8705
1.2707,-55.3023,,-56.8706
1.284,-55.3025,,-56.8708
1.2974,-55.3026,,-56.8709
1.3107,-55.3027,,-56.871
1.324,-55.3028,,-56.8711
1.3374,-55.3029,,-56.8712
1.3507,-55.303,,-56.8713
1.364,-55.3031,,-56.8714
1.3774,-55.3032,,-56.8715
1.3907,-55.3032,,-56.8715
1.404,-55.3033,,-56.8716
1.4174,-55.3034,,-56.8717
1.4307,-55.3035,,-56.8718
1.444,-55.3035,,-56.8718
1.4574,-55.3036,,-56.8719
1.4707,-55.3036,,-56.8719
1.484,-55.3037,,-56.872
1.4974,-55.3037,,-56.872
1.5107,-55.3037,,-56.872
1.524,-55.3038,,-56.8721
1.5374,-55.3038,,-56.8721
1.5507,-55.3038,,-56.8721
1.564,-55.3038,,-56.8721
1.5774,-55.3038,,-56.8721
,,,-1.5683
0,-55.2945,,-56.8628
0.0115,-55.2945,,-56.8628
0.0231,-55.2945,,-56.8628
0.0346,-55.2945,,-56.8628
0.0462,-55.2945,,-56.8628
0.0577,-55.2945,,-56.8628
0.0693,-55.2945,,-56.8628
