E,dos,int,EF
2.53,0.00E+00,6.46E+02,
2.54,0.00E+00,6.46E+02,
2.55,0.00E+00,6.46E+02,
2.56,0.00E+00,6.46E+02,
2.57,0.00E+00,6.46E+02,
2.58,0.00E+00,6.46E+02,
2.59,0.00E+00,6.46E+02,
2.6,0.00E+00,6.46E+02,
2.61,0.00E+00,6.46E+02,
2.62,0.00E+00,6.46E+02,
2.63,0.00E+00,6.46E+02,
2.64,0.00E+00,6.46E+02,
2.65,0.00E+00,6.46E+02,
2.66,0.00E+00,6.46E+02,
2.67,0.00E+00,6.46E+02,
2.68,0.00E+00,6.46E+02,
2.69,0.00E+00,6.46E+02,
2.7,0.00E+00,6.46E+02,
2.71,0.00E+00,6.46E+02,
2.72,0.00E+00,6.46E+02,
2.73,0.00E+00,6.46E+02,
2.74,0.00E+00,6.46E+02,
2.75,0.00E+00,6.46E+02,
2.76,0.00E+00,6.46E+02,
2.77,0.00E+00,6.46E+02,
2.78,0.00E+00,6.46E+02,
2.79,0.00E+00,6.46E+02,
2.8,0.00E+00,6.46E+02,
2.81,0.00E+00,6.46E+02,
2.82,0.00E+00,6.46E+02,
2.83,0.00E+00,6.46E+02,
2.84,0.00E+00,6.46E+02,
2.85,0.00E+00,6.46E+02,
2.86,0.00E+00,6.46E+02,
2.87,0.00E+00,6.46E+02,
2.88,0.00E+00,6.46E+02,
2.89,0.00E+00,6.46E+02,
2.9,0.00E+00,6.46E+02,
2.91,0.00E+00,6.46E+02,
2.92,0.00E+00,6.46E+02,
2.93,0.00E+00,6.46E+02,
2.94,0.00E+00,6.46E+02,
2.95,0.00E+00,6.46E+02,
2.96,0.00E+00,6.46E+02,
2.97,0.00E+00,6.46E+02,
2.98,0.00E+00,6.46E+02,
2.99,0.00E+00,6.46E+02,
3,0.00E+00,6.46E+02,
3.01,0.00E+00,6.46E+02,
3.02,0.00E+00,6.46E+02,
3.03,0.00E+00,6.46E+02,
3.04,0.00E+00,6.46E+02,
3.05,0.00E+00,6.46E+02,
3.06,0.00E+00,6.46E+02,
3.07,0.00E+00,6.46E+02,
3.08,0.00E+00,6.46E+02,
3.09,0.00E+00,6.46E+02,
3.1,0.00E+00,6.46E+02,
3.11,0.00E+00,6.46E+02,
3.12,0.00E+00,6.46E+02,
3.13,0.00E+00,6.46E+02,
3.14,0.00E+00,6.46E+02,
3.15,0.00E+00,6.46E+02,
3.16,0.00E+00,6.46E+02,
3.17,0.00E+00,6.46E+02,
3.18,0.00E+00,6.46E+02,
3.19,0.00E+00,6.46E+02,
3.2,0.00E+00,6.46E+02,
3.21,0.00E+00,6.46E+02,
3.22,0.00E+00,6.46E+02,
3.23,0.00E+00,6.46E+02,
3.24,0.00E+00,6.46E+02,
3.25,0.00E+00,6.46E+02,
3.26,0.00E+00,6.46E+02,
3.27,0.00E+00,6.46E+02,
3.28,0.00E+00,6.46E+02,
3.29,0.00E+00,6.46E+02,
3.3,0.00E+00,6.46E+02,
3.31,0.00E+00,6.46E+02,
3.32,0.00E+00,6.46E+02,
3.33,0.00E+00,6.46E+02,
3.34,0.00E+00,6.46E+02,
3.35,0.00E+00,6.46E+02,
3.36,0.00E+00,6.46E+02,
3.37,0.00E+00,6.46E+02,
3.38,0.00E+00,6.46E+02,
3.39,0.00E+00,6.46E+02,
3.4,0.00E+00,6.46E+02,
3.41,0.00E+00,6.46E+02,
3.42,0.00E+00,6.46E+02,
3.43,0.00E+00,6.46E+02,
3.44,0.00E+00,6.46E+02,
3.45,0.00E+00,6.46E+02,
3.46,0.00E+00,6.46E+02,
3.47,0.00E+00,6.46E+02,
3.48,0.00E+00,6.46E+02,
3.49,0.00E+00,6.46E+02,
3.5,0.00E+00,6.46E+02,
3.51,0.00E+00,6.46E+02,
3.52,0.00E+00,6.46E+02,
3.53,0.00E+00,6.46E+02,
3.54,0.00E+00,6.46E+02,
3.55,0.00E+00,6.46E+02,
3.56,0.00E+00,6.46E+02,
3.57,0.00E+00,6.46E+02,
3.58,0.00E+00,6.46E+02,
3.59,0.00E+00,6.46E+02,
3.6,0.00E+00,6.46E+02,
3.61,0.00E+00,6.46E+02,
3.62,0.00E+00,6.46E+02,
3.63,0.00E+00,6.46E+02,
3.64,0.00E+00,6.46E+02,
3.65,0.00E+00,6.46E+02,
3.66,0.00E+00,6.46E+02,
3.67,0.00E+00,6.46E+02,
3.68,0.00E+00,6.46E+02,
3.69,0.00E+00,6.46E+02,
3.7,0.00E+00,6.46E+02,
3.71,0.00E+00,6.46E+02,
3.72,0.00E+00,6.46E+02,
3.73,0.00E+00,6.46E+02,
3.74,0.00E+00,6.46E+02,
3.75,0.00E+00,6.46E+02,
3.76,0.00E+00,6.46E+02,
3.77,0.00E+00,6.46E+02,
3.78,0.00E+00,6.46E+02,
3.79,0.00E+00,6.46E+02,
3.8,0.00E+00,6.46E+02,
3.81,0.00E+00,6.46E+02,
3.82,0.00E+00,6.46E+02,
3.83,0.00E+00,6.46E+02,
3.84,0.00E+00,6.46E+02,
3.85,0.00E+00,6.46E+02,
3.86,0.00E+00,6.46E+02,
3.87,0.00E+00,6.46E+02,
3.88,0.00E+00,6.46E+02,
3.89,0.00E+00,6.46E+02,
3.9,0.00E+00,6.46E+02,
3.91,0.00E+00,6.46E+02,
3.92,0.00E+00,6.46E+02,
3.93,0.00E+00,6.46E+02,
3.94,0.00E+00,6.46E+02,
3.95,0.00E+00,6.46E+02,
3.96,0.00E+00,6.46E+02,
3.97,0.00E+00,6.46E+02,
3.98,0.00E+00,6.46E+02,
3.99,0.00E+00,6.46E+02,
4,0.00E+00,6.46E+02,
4.01,0.00E+00,6.46E+02,
4.02,0.00E+00,6.46E+02,
4.03,0.00E+00,6.46E+02,
4.04,0.00E+00,6.46E+02,
4.05,0.00E+00,6.46E+02,
4.06,0.00E+00,6.46E+02,
4.07,0.00E+00,6.46E+02,
4.08,0.00E+00,6.46E+02,
4.09,0.00E+00,6.46E+02,
4.1,0.00E+00,6.46E+02,
4.11,0.00E+00,6.46E+02,
4.12,0.00E+00,6.46E+02,
4.13,0.00E+00,6.46E+02,
4.14,0.00E+00,6.46E+02,
4.15,0.00E+00,6.46E+02,
4.16,0.00E+00,6.46E+02,
4.17,0.00E+00,6.46E+02,
4.18,0.00E+00,6.46E+02,
4.19,0.00E+00,6.46E+02,
4.2,0.00E+00,6.46E+02,
4.21,0.00E+00,6.46E+02,
4.22,0.00E+00,6.46E+02,
4.23,0.00E+00,6.46E+02,
4.24,0.00E+00,6.46E+02,
4.25,0.00E+00,6.46E+02,
4.26,0.00E+00,6.46E+02,
4.27,0.00E+00,6.46E+02,
4.28,0.00E+00,6.46E+02,
4.29,0.00E+00,6.46E+02,
4.3,0.00E+00,6.46E+02,
4.31,0.00E+00,6.46E+02,
4.32,0.00E+00,6.46E+02,
4.33,0.00E+00,6.46E+02,
4.34,0.00E+00,6.46E+02,
4.35,0.00E+00,6.46E+02,
4.36,0.00E+00,6.46E+02,
4.37,0.00E+00,6.46E+02,
4.38,0.00E+00,6.46E+02,
4.39,0.00E+00,6.46E+02,
4.4,0.00E+00,6.46E+02,
4.41,0.00E+00,6.46E+02,
4.42,0.00E+00,6.46E+02,
4.43,0.00E+00,6.46E+02,
4.44,0.00E+00,6.46E+02,
4.45,0.00E+00,6.46E+02,
4.46,0.00E+00,6.46E+02,
4.47,0.00E+00,6.46E+02,
4.48,0.00E+00,6.46E+02,
4.49,0.00E+00,6.46E+02,
4.5,0.00E+00,6.46E+02,
4.51,0.00E+00,6.46E+02,
4.52,0.00E+00,6.46E+02,
4.53,0.00E+00,6.46E+02,
4.54,0.00E+00,6.46E+02,
4.55,0.00E+00,6.46E+02,
4.56,0.00E+00,6.46E+02,
4.57,0.00E+00,6.46E+02,
4.58,0.00E+00,6.46E+02,
4.59,0.00E+00,6.46E+02,
4.6,0.00E+00,6.46E+02,
4.61,0.00E+00,6.46E+02,
4.62,0.00E+00,6.46E+02,
4.63,0.00E+00,6.46E+02,
4.64,0.00E+00,6.46E+02,
4.65,0.00E+00,6.46E+02,
4.66,0.00E+00,6.46E+02,
4.67,0.00E+00,6.46E+02,
4.68,0.00E+00,6.46E+02,
4.69,0.00E+00,6.46E+02,
4.7,0.00E+00,6.46E+02,
4.71,0.00E+00,6.46E+02,
4.72,0.00E+00,6.46E+02,
4.73,0.00E+00,6.46E+02,
4.74,0.00E+00,6.46E+02,
4.75,0.00E+00,6.46E+02,
4.76,0.00E+00,6.46E+02,
4.77,0.00E+00,6.46E+02,
4.78,0.00E+00,6.46E+02,
4.79,0.00E+00,6.46E+02,
4.8,0.00E+00,6.46E+02,
4.81,0.00E+00,6.46E+02,
4.82,0.00E+00,6.46E+02,
4.83,0.00E+00,6.46E+02,
4.84,0.00E+00,6.46E+02,
4.85,0.00E+00,6.46E+02,
4.86,0.00E+00,6.46E+02,
4.87,0.00E+00,6.46E+02,
4.88,0.00E+00,6.46E+02,
4.89,0.00E+00,6.46E+02,
4.9,0.00E+00,6.46E+02,
4.91,0.00E+00,6.46E+02,
4.92,0.00E+00,6.46E+02,
4.93,0.00E+00,6.46E+02,
4.94,0.00E+00,6.46E+02,
4.95,0.00E+00,6.46E+02,
4.96,0.00E+00,6.46E+02,
4.97,0.00E+00,6.46E+02,
4.98,0.00E+00,6.46E+02,
4.99,0.00E+00,6.46E+02,
5,0.00E+00,6.46E+02,
5.01,0.00E+00,6.46E+02,
5.02,0.00E+00,6.46E+02,
5.03,0.00E+00,6.46E+02,
5.04,0.00E+00,6.46E+02,
5.05,0.00E+00,6.46E+02,
5.06,0.00E+00,6.46E+02,
5.07,0.00E+00,6.46E+02,
5.08,0.00E+00,6.46E+02,
5.09,0.00E+00,6.46E+02,
5.1,0.00E+00,6.46E+02,
5.11,0.00E+00,6.46E+02,
5.12,0.00E+00,6.46E+02,
5.13,0.00E+00,6.46E+02,
5.14,0.00E+00,6.46E+02,
5.15,0.00E+00,6.46E+02,
5.16,0.00E+00,6.46E+02,
5.17,0.00E+00,6.46E+02,
5.18,0.00E+00,6.46E+02,
5.19,0.00E+00,6.46E+02,
5.2,0.00E+00,6.46E+02,
5.21,0.00E+00,6.46E+02,
5.22,0.00E+00,6.46E+02,
5.23,0.00E+00,6.46E+02,
5.24,0.00E+00,6.46E+02,
5.25,0.00E+00,6.46E+02,
5.26,0.00E+00,6.46E+02,
5.27,0.00E+00,6.46E+02,
5.28,0.00E+00,6.46E+02,
5.29,0.00E+00,6.46E+02,
5.3,0.00E+00,6.46E+02,
5.31,0.00E+00,6.46E+02,
5.32,0.00E+00,6.46E+02,
5.33,0.00E+00,6.46E+02,
5.34,0.00E+00,6.46E+02,
5.35,0.00E+00,6.46E+02,
5.36,0.00E+00,6.46E+02,
5.37,0.00E+00,6.46E+02,
5.38,0.00E+00,6.46E+02,
5.39,0.00E+00,6.46E+02,
5.4,0.00E+00,6.46E+02,
5.41,0.00E+00,6.46E+02,
5.42,0.00E+00,6.46E+02,
5.43,0.00E+00,6.46E+02,
5.44,0.00E+00,6.46E+02,
5.45,0.00E+00,6.46E+02,
5.46,0.00E+00,6.46E+02,
5.47,0.00E+00,6.46E+02,
5.48,0.00E+00,6.46E+02,
5.49,0.00E+00,6.46E+02,
5.5,0.00E+00,6.46E+02,
5.51,0.00E+00,6.46E+02,
5.52,0.00E+00,6.46E+02,
5.53,0.00E+00,6.46E+02,
5.54,0.00E+00,6.46E+02,
5.55,0.00E+00,6.46E+02,
5.56,0.00E+00,6.46E+02,
5.57,0.00E+00,6.46E+02,
5.58,0.00E+00,6.46E+02,
5.59,0.00E+00,6.46E+02,
5.6,0.00E+00,6.46E+02,
5.61,0.00E+00,6.46E+02,
5.62,0.00E+00,6.46E+02,
5.63,0.00E+00,6.46E+02,
5.64,0.00E+00,6.46E+02,
5.65,0.00E+00,6.46E+02,
5.66,0.00E+00,6.46E+02,
5.67,0.00E+00,6.46E+02,
5.68,0.00E+00,6.46E+02,
5.69,0.00E+00,6.46E+02,
5.7,0.00E+00,6.46E+02,
5.71,0.00E+00,6.46E+02,
5.72,0.00E+00,6.46E+02,
5.73,0.00E+00,6.46E+02,
5.74,0.00E+00,6.46E+02,
5.75,0.00E+00,6.46E+02,
5.76,0.00E+00,6.46E+02,
5.77,0.00E+00,6.46E+02,
5.78,0.00E+00,6.46E+02,
5.79,0.00E+00,6.46E+02,
5.8,0.00E+00,6.46E+02,
5.81,0.00E+00,6.46E+02,
5.82,0.00E+00,6.46E+02,
5.83,0.00E+00,6.46E+02,
5.84,0.00E+00,6.46E+02,
5.85,0.00E+00,6.46E+02,
5.86,0.00E+00,6.46E+02,
5.87,0.00E+00,6.46E+02,
5.88,0.00E+00,6.46E+02,
5.89,0.00E+00,6.46E+02,
5.9,0.00E+00,6.46E+02,
5.91,0.00E+00,6.46E+02,
5.92,0.00E+00,6.46E+02,
5.93,0.00E+00,6.46E+02,
5.94,0.00E+00,6.46E+02,
5.95,0.00E+00,6.46E+02,
5.96,0.00E+00,6.46E+02,
5.97,0.00E+00,6.46E+02,
5.98,0.00E+00,6.46E+02,
5.99,0.00E+00,6.46E+02,
6,0.00E+00,6.46E+02,
6.01,0.00E+00,6.46E+02,
6.02,0.00E+00,6.46E+02,
6.03,0.00E+00,6.46E+02,
6.04,0.00E+00,6.46E+02,
6.05,0.00E+00,6.46E+02,
6.06,0.00E+00,6.46E+02,
6.07,0.00E+00,6.46E+02,
6.08,0.00E+00,6.46E+02,
6.09,0.00E+00,6.46E+02,
6.1,0.00E+00,6.46E+02,
6.11,0.00E+00,6.46E+02,
6.12,0.00E+00,6.46E+02,
6.13,0.00E+00,6.46E+02,
6.14,0.00E+00,6.46E+02,
6.15,0.00E+00,6.46E+02,
6.16,0.00E+00,6.46E+02,
6.17,0.00E+00,6.46E+02,
6.18,0.00E+00,6.46E+02,
6.19,0.00E+00,6.46E+02,
6.2,0.00E+00,6.46E+02,
6.21,0.00E+00,6.46E+02,
6.22,0.00E+00,6.46E+02,
6.23,0.00E+00,6.46E+02,
6.24,0.00E+00,6.46E+02,
6.25,0.00E+00,6.46E+02,
6.26,0.00E+00,6.46E+02,
6.27,0.00E+00,6.46E+02,
6.28,0.00E+00,6.46E+02,
6.29,0.00E+00,6.46E+02,
6.3,0.00E+00,6.46E+02,
6.31,0.00E+00,6.46E+02,
6.32,0.00E+00,6.46E+02,
6.33,0.00E+00,6.46E+02,
6.34,0.00E+00,6.46E+02,
6.35,0.00E+00,6.46E+02,
6.36,0.00E+00,6.46E+02,
6.37,0.00E+00,6.46E+02,
6.38,0.00E+00,6.46E+02,
6.39,0.00E+00,6.46E+02,
6.4,0.00E+00,6.46E+02,
6.41,0.00E+00,6.46E+02,
6.42,0.00E+00,6.46E+02,
6.43,0.00E+00,6.46E+02,
6.44,0.00E+00,6.46E+02,
6.45,0.00E+00,6.46E+02,
6.46,0.00E+00,6.46E+02,
6.47,0.00E+00,6.46E+02,
6.48,0.00E+00,6.46E+02,
6.49,0.00E+00,6.46E+02,
6.5,0.00E+00,6.46E+02,
6.51,0.00E+00,6.46E+02,
6.52,0.00E+00,6.46E+02,
6.53,0.00E+00,6.46E+02,
6.54,0.00E+00,6.46E+02,
6.55,0.00E+00,6.46E+02,
6.56,0.00E+00,6.46E+02,
6.57,0.00E+00,6.46E+02,
6.58,0.00E+00,6.46E+02,
6.59,0.00E+00,6.46E+02,
6.6,0.00E+00,6.46E+02,
6.61,0.00E+00,6.46E+02,
6.62,0.00E+00,6.46E+02,
6.63,0.00E+00,6.46E+02,
6.64,0.00E+00,6.46E+02,
6.65,0.00E+00,6.46E+02,
6.66,0.00E+00,6.46E+02,
6.67,0.00E+00,6.46E+02,
6.68,0.00E+00,6.46E+02,
6.69,0.00E+00,6.46E+02,
6.7,0.00E+00,6.46E+02,
6.71,0.00E+00,6.46E+02,
6.72,0.00E+00,6.46E+02,
6.73,0.00E+00,6.46E+02,
6.74,0.00E+00,6.46E+02,
6.75,0.00E+00,6.46E+02,
6.76,0.00E+00,6.46E+02,
6.77,0.00E+00,6.46E+02,
6.78,0.00E+00,6.46E+02,
6.79,0.00E+00,6.46E+02,
6.8,0.00E+00,6.46E+02,
6.81,0.00E+00,6.46E+02,
6.82,0.00E+00,6.46E+02,
6.83,0.00E+00,6.46E+02,
6.84,0.00E+00,6.46E+02,
6.85,0.00E+00,6.46E+02,
6.86,0.00E+00,6.46E+02,
6.87,0.00E+00,6.46E+02,
6.88,0.00E+00,6.46E+02,
6.89,0.00E+00,6.46E+02,
6.9,0.00E+00,6.46E+02,
6.91,0.00E+00,6.46E+02,
6.92,0.00E+00,6.46E+02,
6.93,0.00E+00,6.46E+02,
6.94,0.00E+00,6.46E+02,
6.95,0.00E+00,6.46E+02,
6.96,0.00E+00,6.46E+02,
6.97,0.00E+00,6.46E+02,
6.98,0.00E+00,6.46E+02,
6.99,0.00E+00,6.46E+02,
7,0.00E+00,6.46E+02,
7.01,0.00E+00,6.46E+02,
7.02,0.00E+00,6.46E+02,
7.03,0.00E+00,6.46E+02,
7.04,0.00E+00,6.46E+02,
7.05,0.00E+00,6.46E+02,
7.06,0.00E+00,6.46E+02,
7.07,0.00E+00,6.46E+02,
7.08,0.00E+00,6.46E+02,
7.09,0.00E+00,6.46E+02,
7.1,0.00E+00,6.46E+02,
7.11,0.00E+00,6.46E+02,
7.12,0.00E+00,6.46E+02,
7.13,0.00E+00,6.46E+02,
7.14,0.00E+00,6.46E+02,
7.15,0.00E+00,6.46E+02,
7.16,0.00E+00,6.46E+02,
7.17,0.00E+00,6.46E+02,
7.18,0.00E+00,6.46E+02,
7.19,0.00E+00,6.46E+02,
7.2,0.00E+00,6.46E+02,
7.21,0.00E+00,6.46E+02,
7.22,0.00E+00,6.46E+02,
7.23,0.00E+00,6.46E+02,
7.24,0.00E+00,6.46E+02,
7.25,0.00E+00,6.46E+02,
7.26,0.00E+00,6.46E+02,
7.27,0.00E+00,6.46E+02,
7.28,0.00E+00,6.46E+02,
7.29,0.00E+00,6.46E+02,
7.3,0.00E+00,6.46E+02,
7.31,0.00E+00,6.46E+02,
7.32,0.00E+00,6.46E+02,
7.33,0.00E+00,6.46E+02,
7.34,0.00E+00,6.46E+02,
7.35,0.00E+00,6.46E+02,
7.36,0.00E+00,6.46E+02,
7.37,0.00E+00,6.46E+02,
7.38,0.00E+00,6.46E+02,
7.39,0.00E+00,6.46E+02,
7.4,0.00E+00,6.46E+02,
7.41,0.00E+00,6.46E+02,
7.42,0.00E+00,6.46E+02,
7.43,0.00E+00,6.46E+02,
7.44,0.00E+00,6.46E+02,
7.45,0.00E+00,6.46E+02,
7.46,0.00E+00,6.46E+02,
7.47,0.00E+00,6.46E+02,
7.48,0.00E+00,6.46E+02,
7.49,0.00E+00,6.46E+02,
7.5,0.00E+00,6.46E+02,
7.51,0.00E+00,6.46E+02,
7.52,0.00E+00,6.46E+02,
7.53,0.00E+00,6.46E+02,
7.54,0.00E+00,6.46E+02,
7.55,0.00E+00,6.46E+02,
7.56,0.00E+00,6.46E+02,
7.57,0.00E+00,6.46E+02,
7.58,0.00E+00,6.46E+02,
7.59,0.00E+00,6.46E+02,
7.6,0.00E+00,6.46E+02,
7.61,0.00E+00,6.46E+02,
7.62,0.00E+00,6.46E+02,
7.63,0.00E+00,6.46E+02,
7.64,0.00E+00,6.46E+02,
7.65,0.00E+00,6.46E+02,
7.66,0.00E+00,6.46E+02,
7.67,0.00E+00,6.46E+02,
7.68,0.00E+00,6.46E+02,
7.69,0.00E+00,6.46E+02,
7.7,0.00E+00,6.46E+02,
7.71,0.00E+00,6.46E+02,
7.72,0.00E+00,6.46E+02,
7.73,0.00E+00,6.46E+02,
7.74,0.00E+00,6.46E+02,
7.75,0.00E+00,6.46E+02,
7.76,0.00E+00,6.46E+02,
7.77,0.00E+00,6.46E+02,
7.78,0.00E+00,6.46E+02,
7.79,0.00E+00,6.46E+02,
7.8,0.00E+00,6.46E+02,
7.81,0.00E+00,6.46E+02,
7.82,0.00E+00,6.46E+02,
7.83,0.00E+00,6.46E+02,
7.84,0.00E+00,6.46E+02,
7.85,0.00E+00,6.46E+02,
7.86,0.00E+00,6.46E+02,
7.87,0.00E+00,6.46E+02,
7.88,0.00E+00,6.46E+02,
7.89,0.00E+00,6.46E+02,
7.9,0.00E+00,6.46E+02,
7.91,0.00E+00,6.46E+02,
7.92,0.00E+00,6.46E+02,
7.93,0.00E+00,6.46E+02,
7.94,0.00E+00,6.46E+02,
7.95,0.00E+00,6.46E+02,
7.96,0.00E+00,6.46E+02,
7.97,0.00E+00,6.46E+02,
7.98,0.00E+00,6.46E+02,
7.99,0.00E+00,6.46E+02,
8,0.00E+00,6.46E+02,
8.01,0.00E+00,6.46E+02,
8.02,0.00E+00,6.46E+02,
8.03,0.00E+00,6.46E+02,
8.04,0.00E+00,6.46E+02,
8.05,0.00E+00,6.46E+02,
8.06,0.00E+00,6.46E+02,
8.07,0.00E+00,6.46E+02,
8.08,0.00E+00,6.46E+02,
8.09,0.00E+00,6.46E+02,
8.1,0.00E+00,6.46E+02,
8.11,0.00E+00,6.46E+02,
8.12,0.00E+00,6.46E+02,
8.13,0.00E+00,6.46E+02,
8.14,0.00E+00,6.46E+02,
8.15,0.00E+00,6.46E+02,
8.16,0.00E+00,6.46E+02,
8.17,0.00E+00,6.46E+02,
8.18,0.00E+00,6.46E+02,
8.19,0.00E+00,6.46E+02,
8.2,0.00E+00,6.46E+02,
8.21,0.00E+00,6.46E+02,
8.22,0.00E+00,6.46E+02,
8.23,0.00E+00,6.46E+02,
8.24,0.00E+00,6.46E+02,
8.25,0.00E+00,6.46E+02,
8.26,0.00E+00,6.46E+02,
8.27,0.00E+00,6.46E+02,
8.28,0.00E+00,6.46E+02,
8.29,0.00E+00,6.46E+02,
8.3,0.00E+00,6.46E+02,
8.31,0.00E+00,6.46E+02,
8.32,0.00E+00,6.46E+02,
8.33,0.00E+00,6.46E+02,
8.34,0.00E+00,6.46E+02,
8.35,0.00E+00,6.46E+02,
8.36,0.00E+00,6.46E+02,
8.37,0.00E+00,6.46E+02,
8.38,0.00E+00,6.46E+02,
8.39,0.00E+00,6.46E+02,
8.4,0.00E+00,6.46E+02,
8.41,0.00E+00,6.46E+02,
8.42,0.00E+00,6.46E+02,
8.43,0.00E+00,6.46E+02,
8.44,0.00E+00,6.46E+02,
8.45,0.00E+00,6.46E+02,
8.46,0.00E+00,6.46E+02,
8.47,0.00E+00,6.46E+02,
8.48,0.00E+00,6.46E+02,
8.49,0.00E+00,6.46E+02,
8.5,0.00E+00,6.46E+02,
8.51,0.00E+00,6.46E+02,
8.52,0.00E+00,6.46E+02,
8.53,0.00E+00,6.46E+02,
8.54,0.00E+00,6.46E+02,
8.55,0.00E+00,6.46E+02,
8.56,0.00E+00,6.46E+02,
8.57,0.00E+00,6.46E+02,
8.58,0.00E+00,6.46E+02,
8.59,0.00E+00,6.46E+02,
8.6,0.00E+00,6.46E+02,
8.61,0.00E+00,6.46E+02,
8.62,0.00E+00,6.46E+02,
8.63,0.00E+00,6.46E+02,
8.64,0.00E+00,6.46E+02,
8.65,0.00E+00,6.46E+02,
8.66,0.00E+00,6.46E+02,
8.67,0.00E+00,6.46E+02,
8.68,0.00E+00,6.46E+02,
8.69,0.00E+00,6.46E+02,
8.7,0.00E+00,6.46E+02,
8.71,0.00E+00,6.46E+02,
8.72,0.00E+00,6.46E+02,
8.73,0.00E+00,6.46E+02,
8.74,0.00E+00,6.46E+02,
8.75,0.00E+00,6.46E+02,
8.76,0.00E+00,6.46E+02,
8.77,0.00E+00,6.46E+02,
8.78,0.00E+00,6.46E+02,
8.79,0.00E+00,6.46E+02,
8.8,0.00E+00,6.46E+02,
8.81,0.00E+00,6.46E+02,
8.82,0.00E+00,6.46E+02,
8.83,0.00E+00,6.46E+02,
8.84,0.00E+00,6.46E+02,
8.85,0.00E+00,6.46E+02,
8.86,0.00E+00,6.46E+02,
8.87,0.00E+00,6.46E+02,
8.88,0.00E+00,6.46E+02,
8.89,0.00E+00,6.46E+02,
8.9,0.00E+00,6.46E+02,
8.91,0.00E+00,6.46E+02,
8.92,0.00E+00,6.46E+02,
8.93,0.00E+00,6.46E+02,
8.94,0.00E+00,6.46E+02,
8.95,0.00E+00,6.46E+02,
8.96,0.00E+00,6.46E+02,
8.97,0.00E+00,6.46E+02,
8.98,0.00E+00,6.46E+02,
8.99,0.00E+00,6.46E+02,
9,0.00E+00,6.46E+02,
9.01,0.00E+00,6.46E+02,
9.02,0.00E+00,6.46E+02,
9.03,0.00E+00,6.46E+02,
9.04,0.00E+00,6.46E+02,
9.05,0.00E+00,6.46E+02,
9.06,0.00E+00,6.46E+02,
9.07,0.00E+00,6.46E+02,
9.08,0.00E+00,6.46E+02,
9.09,0.00E+00,6.46E+02,
9.1,0.00E+00,6.46E+02,
9.11,0.00E+00,6.46E+02,
9.12,0.00E+00,6.46E+02,
9.13,0.00E+00,6.46E+02,
9.14,0.00E+00,6.46E+02,
9.15,0.00E+00,6.46E+02,
9.16,0.00E+00,6.46E+02,
9.17,0.00E+00,6.46E+02,
9.18,0.00E+00,6.46E+02,
9.19,0.00E+00,6.46E+02,
9.2,0.00E+00,6.46E+02,
9.21,0.00E+00,6.46E+02,
9.22,0.00E+00,6.46E+02,
9.23,0.00E+00,6.46E+02,
9.24,0.00E+00,6.46E+02,
9.25,0.00E+00,6.46E+02,
9.26,0.00E+00,6.46E+02,
9.27,0.00E+00,6.46E+02,
9.28,0.00E+00,6.46E+02,
9.29,0.00E+00,6.46E+02,
9.3,0.00E+00,6.46E+02,
9.31,0.00E+00,6.46E+02,
9.32,0.00E+00,6.46E+02,
9.33,0.00E+00,6.46E+02,
9.34,0.00E+00,6.46E+02,
9.35,0.00E+00,6.46E+02,
9.36,0.00E+00,6.46E+02,
9.37,0.00E+00,6.46E+02,
9.38,0.00E+00,6.46E+02,
9.39,0.00E+00,6.46E+02,
9.4,0.00E+00,6.46E+02,
9.41,0.00E+00,6.46E+02,
9.42,0.00E+00,6.46E+02,
9.43,0.00E+00,6.46E+02,
9.44,0.00E+00,6.46E+02,
9.45,0.00E+00,6.46E+02,
9.46,0.00E+00,6.46E+02,
9.47,0.00E+00,6.46E+02,
9.48,0.00E+00,6.46E+02,
9.49,0.00E+00,6.46E+02,
9.5,0.00E+00,6.46E+02,
9.51,0.00E+00,6.46E+02,
9.52,0.00E+00,6.46E+02,
9.53,0.00E+00,6.46E+02,
9.54,0.00E+00,6.46E+02,
9.55,0.00E+00,6.46E+02,
9.56,0.00E+00,6.46E+02,
9.57,0.00E+00,6.46E+02,
9.58,0.00E+00,6.46E+02,
9.59,0.00E+00,6.46E+02,
9.6,0.00E+00,6.46E+02,
9.61,0.00E+00,6.46E+02,
9.62,0.00E+00,6.46E+02,
9.63,0.00E+00,6.46E+02,
9.64,0.00E+00,6.46E+02,
9.65,0.00E+00,6.46E+02,
9.66,0.00E+00,6.46E+02,
9.67,0.00E+00,6.46E+02,
9.68,0.00E+00,6.46E+02,
9.69,0.00E+00,6.46E+02,
9.7,0.00E+00,6.46E+02,
9.71,0.00E+00,6.46E+02,
9.72,0.00E+00,6.46E+02,
9.73,0.00E+00,6.46E+02,
9.74,0.00E+00,6.46E+02,
9.75,0.00E+00,6.46E+02,
9.76,0.00E+00,6.46E+02,
9.77,0.00E+00,6.46E+02,
9.78,0.00E+00,6.46E+02,
9.79,0.00E+00,6.46E+02,
9.8,0.00E+00,6.46E+02,
9.81,0.00E+00,6.46E+02,
9.82,0.00E+00,6.46E+02,
9.83,0.00E+00,6.46E+02,
9.84,0.00E+00,6.46E+02,
9.85,0.00E+00,6.46E+02,
9.86,0.00E+00,6.46E+02,
9.87,0.00E+00,6.46E+02,
9.88,0.00E+00,6.46E+02,
9.89,0.00E+00,6.46E+02,
