k,E,EF
0.4905,-15.1878,
0.508,-15.1872,
0.5255,-15.1855,
0.543,-15.182,
0.5606,-15.1764,
0.5781,-15.1684,
0.5956,-15.1587,
0.6131,-15.1476,
0.6306,-15.1357,
0.6481,-15.1234,
0.6657,-15.1108,
0.6832,-15.098,
0.7007,-15.0852,
0.7182,-15.0724,
0.7357,-15.0597,
0.7533,-15.0472,
0.7708,-15.035,
0.7883,-15.0232,
0.8058,-15.0119,
0.8233,-15.0015,
0.8408,-14.9923,
0.8584,-14.9847,
0.8759,-14.9783,
0.8934,-14.9723,
0.9109,-14.9653,
0.9284,-14.9564,
0.9459,-14.9457,
0.9635,-14.9346,
0.981,-14.925,
0.9985,-14.9196,
1.016,-14.9216,
1.0335,-14.9255,
,,
0,-15.1856,
0.0175,-15.1855,
0.035,-15.1853,
0.0526,-15.1849,
0.0701,-15.1844,
0.0876,-15.1837,
0.1051,-15.183,
0.1226,-15.1821,
0.1401,-15.1811,
0.1577,-15.18,
0.1752,-15.1788,
0.1927,-15.1774,
0.2102,-15.1757,
0.2277,-15.1735,
0.2452,-15.1705,
0.2628,-15.1662,
0.2803,-15.1603,
0.2978,-15.1528,
0.3153,-15.1442,
0.3328,-15.1348,
0.3504,-15.1249,
0.3679,-15.1149,
0.3854,-15.1049,
0.4029,-15.095,
0.4204,-15.0854,
0.4379,-15.0761,
0.4555,-15.0672,
0.473,-15.0586,
0.4905,-15.0503,
0.508,-15.0424,
0.5255,-15.0347,
0.543,-15.0273,
0.5606,-15.0201,
0.5781,-15.0133,
0.5956,-15.0068,
0.6131,-15.0007,
0.6306,-14.9951,
0.6481,-14.9898,
0.6657,-14.9851,
0.6832,-14.9809,
0.7007,-14.9773,
0.7182,-14.9741,
0.7357,-14.9715,
0.7533,-14.9693,
0.7708,-14.9674,
0.7883,-14.9656,
0.8058,-14.9636,
0.8233,-14.961,
0.8408,-14.9573,
0.8584,-14.9519,
0.8759,-14.9447,
0.8934,-14.9361,
0.9109,-14.9268,
0.9284,-14.9174,
0.9459,-14.9087,
0.9635,-14.9052,
0.981,-14.9047,
0.9985,-14.905,
1.016,-14.9061,
1.0335,-14.9064,
,,
0,-15.1308,
0.0175,-15.1307,
0.035,-15.1303,
0.0526,-15.1296,
0.0701,-15.1286,
0.0876,-15.1273,
0.1051,-15.1257,
0.1226,-15.1238,
0.1401,-15.1216,
0.1577,-15.1191,
0.1752,-15.1162,
0.1927,-15.113,
0.2102,-15.1096,
0.2277,-15.1057,
0.2452,-15.1016,
0.2628,-15.0971,
0.2803,-15.0922,
0.2978,-15.087,
0.3153,-15.0815,
0.3328,-15.0755,
0.3504,-15.0691,
0.3679,-15.0622,
0.3854,-15.0547,
0.4029,-15.0468,
0.4204,-15.0384,
0.4379,-15.0295,
0.4555,-15.0204,
0.473,-15.0113,
0.4905,-15.0027,
0.508,-14.9949,
0.5255,-14.9881,
0.543,-14.982,
0.5606,-14.9764,
0.5781,-14.9708,
0.5956,-14.9652,
0.6131,-14.9595,
0.6306,-14.9537,
0.6481,-14.9479,
0.6657,-14.942,
0.6832,-14.9363,
0.7007,-14.9308,
0.7182,-14.9256,
0.7357,-14.9206,
0.7533,-14.9159,
0.7708,-14.9115,
0.7883,-14.9076,
0.8058,-14.9055,
0.8233,-14.9049,
0.8408,-14.9047,
0.8584,-14.9045,
0.8759,-14.9044,
0.8934,-14.9043,
0.9109,-14.9042,
0.9284,-14.904,
0.9459,-14.903,
0.9635,-14.8977,
0.981,-14.8919,
0.9985,-14.8919,
1.016,-14.8937,
1.0335,-14.8937,
,,
0,-15.0036,
0.0175,-15.0036,
0.035,-15.0035,
0.0526,-15.0033,
0.0701,-15.003,
0.0876,-15.0026,
0.1051,-15.0022,
0.1226,-15.0017,
0.1401,-15.0012,
0.1577,-15.0006,
0.1752,-15.0001,
0.1927,-14.9995,
0.2102,-14.9989,
0.2277,-14.9984,
0.2452,-14.9979,
0.2628,-14.9974,
0.2803,-14.9969,
0.2978,-14.9964,
0.3153,-14.9959,
0.3328,-14.9953,
0.3504,-14.9946,
0.3679,-14.9937,
0.3854,-14.9925,
0.4029,-14.991,
0.4204,-14.989,
0.4379,-14.9865,
0.4555,-14.9833,
0.473,-14.9791,
0.4905,-14.9735,
0.508,-14.9663,
0.5255,-14.9574,
0.543,-14.9473,
0.5606,-14.9363,
0.5781,-14.9252,
0.5956,-14.9149,
0.6131,-14.9088,
0.6306,-14.9073,
0.6481,-14.9067,
0.6657,-14.9063,
0.6832,-14.9058,
0.7007,-14.9054,
0.7182,-14.905,
0.7357,-14.9046,
0.7533,-14.9043,
0.7708,-14.9039,
0.7883,-14.903,
0.8058,-14.9004,
0.8233,-14.8963,
0.8408,-14.8918,
0.8584,-14.8872,
0.8759,-14.8825,
0.8934,-14.8778,
0.9109,-14.8731,
0.9284,-14.8684,
0.9459,-14.8636,
0.9635,-14.8615,
0.981,-14.8701,
0.9985,-14.8745,
1.016,-14.8735,
1.0335,-14.8727,
,,
0,-14.9066,
0.0175,-14.9066,
0.035,-14.9066,
0.0526,-14.9065,
0.0701,-14.9064,
0.0876,-14.9063,
0.1051,-14.9062,
0.1226,-14.9061,
0.1401,-14.9059,
0.1577,-14.9057,
0.1752,-14.9055,
0.1927,-14.9053,
0.2102,-14.905,
0.2277,-14.9048,
0.2452,-14.9047,
0.2628,-14.9046,
0.2803,-14.9046,
0.2978,-14.9047,
0.3153,-14.9049,
0.3328,-14.9051,
0.3504,-14.9053,
0.3679,-14.9055,
0.3854,-14.9056,
0.4029,-14.9058,
0.4204,-14.9059,
0.4379,-14.906,
0.4555,-14.9061,
0.473,-14.9061,
0.4905,-14.9062,
0.508,-14.9062,
0.5255,-14.9062,
0.543,-14.9061,
0.5606,-14.906,
0.5781,-14.9056,
0.5956,-14.9045,
0.6131,-14.8998,
0.6306,-14.8928,
0.6481,-14.8883,
0.6657,-14.8858,
0.6832,-14.8839,
0.7007,-14.8816,
0.7182,-14.8787,
0.7357,-14.875,
0.7533,-14.8706,
0.7708,-14.8656,
0.7883,-14.8603,
0.8058,-14.855,
0.8233,-14.85,
0.8408,-14.8456,
0.8584,-14.842,
0.8759,-14.8397,
0.8934,-14.8389,
0.9109,-14.84,
0.9284,-14.8434,
0.9459,-14.8496,
0.9635,-14.8557,
0.981,-14.8507,
0.9985,-14.8434,
1.016,-14.8378,
1.0335,-14.8367,
,,
0,-14.867,
0.0175,-14.8672,
0.035,-14.8678,
0.0526,-14.8688,
0.0701,-14.8701,
0.0876,-14.8717,
0.1051,-14.8735,
0.1226,-14.8755,
0.1401,-14.8776,
0.1577,-14.8797,
0.1752,-14.8817,
0.1927,-14.8835,
0.2102,-14.8851,
0.2277,-14.8863,
0.2452,-14.8872,
0.2628,-14.8875,
0.2803,-14.8873,
0.2978,-14.8866,
0.3153,-14.8854,
0.3328,-14.8837,
0.3504,-14.8817,
0.3679,-14.8793,
0.3854,-14.8768,
0.4029,-14.8742,
0.4204,-14.8718,
0.4379,-14.8698,
0.4555,-14.8683,
0.473,-14.8675,
0.4905,-14.8675,
0.508,-14.868,
0.5255,-14.8691,
0.543,-14.8704,
0.5606,-14.8717,
0.5781,-14.8729,
0.5956,-14.8734,
0.6131,-14.8727,
0.6306,-14.8693,
0.6481,-14.8619,
0.6657,-14.8517,
0.6832,-14.8402,
0.7007,-14.8283,
0.7182,-14.8164,
0.7357,-14.8047,
0.7533,-14.7935,
0.7708,-14.783,
0.7883,-14.7735,
0.8058,-14.7655,
0.8233,-14.7594,
0.8408,-14.7558,
0.8584,-14.7551,
0.8759,-14.7579,
0.8934,-14.7648,
0.9109,-14.7757,
0.9284,-14.7887,
0.9459,-14.8014,
0.9635,-14.8119,
0.981,-14.8196,
0.9985,-14.824,
1.016,-14.8227,
1.0335,-14.8174,
,,
0,-14.7803,
0.0175,-14.7804,
0.035,-14.7807,
0.0526,-14.7811,
0.0701,-14.7818,
0.0876,-14.7826,
0.1051,-14.7836,
0.1226,-14.7848,
0.1401,-14.7862,
0.1577,-14.7877,
0.1752,-14.7895,
0.1927,-14.7914,
0.2102,-14.7934,
0.2277,-14.7956,
0.2452,-14.798,
0.2628,-14.8004,
0.2803,-14.8029,
0.2978,-14.8055,
0.3153,-14.8081,
0.3328,-14.8106,
0.3504,-14.8131,
0.3679,-14.8155,
0.3854,-14.8175,
0.4029,-14.8192,
0.4204,-14.8203,
0.4379,-14.8206,
0.4555,-14.82,
0.473,-14.8183,
0.4905,-14.8154,
0.508,-14.8115,
0.5255,-14.8067,
0.543,-14.8011,
0.5606,-14.795,
0.5781,-14.7884,
0.5956,-14.7815,
0.6131,-14.7743,
0.6306,-14.7669,
0.6481,-14.7594,
0.6657,-14.7519,
0.6832,-14.7446,
0.7007,-14.7376,
0.7182,-14.7311,
0.7357,-14.7254,
0.7533,-14.7212,
0.7708,-14.7186,
0.7883,-14.7176,
0.8058,-14.7177,
0.8233,-14.7185,
0.8408,-14.7196,
0.8584,-14.7209,
0.8759,-14.7223,
0.8934,-14.7242,
0.9109,-14.7301,
0.9284,-14.7381,
0.9459,-14.7461,
0.9635,-14.7554,
0.981,-14.7669,
0.9985,-14.7804,
1.016,-14.7942,
1.0335,-14.8029,
,,
0,-14.6871,
0.0175,-14.6869,
0.035,-14.686,
0.0526,-14.6847,
0.0701,-14.6828,
0.0876,-14.6805,
0.1051,-14.6777,
0.1226,-14.6746,
0.1401,-14.6712,
0.1577,-14.6676,
0.1752,-14.6638,
0.1927,-14.6599,
0.2102,-14.656,
0.2277,-14.6521,
0.2452,-14.6483,
0.2628,-14.6448,
0.2803,-14.6415,
0.2978,-14.6385,
0.3153,-14.6359,
0.3328,-14.6338,
0.3504,-14.6322,
0.3679,-14.6311,
0.3854,-14.6305,
0.4029,-14.6305,
0.4204,-14.631,
0.4379,-14.632,
0.4555,-14.6334,
0.473,-14.6353,
0.4905,-14.6375,
0.508,-14.6401,
0.5255,-14.643,
0.543,-14.6461,
0.5606,-14.6494,
0.5781,-14.653,
0.5956,-14.6567,
0.6131,-14.6605,
0.6306,-14.6644,
0.6481,-14.6682,
0.6657,-14.672,
0.6832,-14.6757,
0.7007,-14.6791,
0.7182,-14.682,
0.7357,-14.6841,
0.7533,-14.6851,
0.7708,-14.6848,
0.7883,-14.6832,
0.8058,-14.6812,
0.8233,-14.6796,
0.8408,-14.6816,
0.8584,-14.6922,
0.8759,-14.706,
0.8934,-14.718,
0.9109,-14.7231,
0.9284,-14.7246,
0.9459,-14.7269,
0.9635,-14.731,
0.981,-14.7359,
0.9985,-14.7399,
1.016,-14.7423,
1.0335,-14.7431,
,,
0,-14.5294,
0.0175,-14.5294,
0.035,-14.5294,
0.0526,-14.5293,
0.0701,-14.5292,
0.0876,-14.529,
0.1051,-14.5288,
0.1226,-14.5286,
0.1401,-14.5283,
0.1577,-14.528,
0.1752,-14.5275,
0.1927,-14.527,
0.2102,-14.5264,
0.2277,-14.5256,
0.2452,-14.5247,
0.2628,-14.5235,
0.2803,-14.5221,
0.2978,-14.5204,
0.3153,-14.5184,
0.3328,-14.5161,
0.3504,-14.5133,
0.3679,-14.5103,
0.3854,-14.5069,
0.4029,-14.5034,
0.4204,-14.5001,
0.4379,-14.4983,
0.4555,-14.5011,
0.473,-14.5072,
0.4905,-14.5142,
0.508,-14.5215,
0.5255,-14.529,
0.543,-14.5366,
0.5606,-14.5442,
0.5781,-14.5519,
0.5956,-14.5596,
0.6131,-14.5673,
0.6306,-14.575,
0.6481,-14.5827,
0.6657,-14.5903,
0.6832,-14.5978,
0.7007,-14.6051,
0.7182,-14.6123,
0.7357,-14.6192,
0.7533,-14.6258,
0.7708,-14.6322,
0.7883,-14.6385,
0.8058,-14.6456,
0.8233,-14.6548,
0.8408,-14.6636,
0.8584,-14.6649,
0.8759,-14.6616,
0.8934,-14.6578,
0.9109,-14.6627,
0.9284,-14.6746,
0.9459,-14.6851,
0.9635,-14.6915,
0.981,-14.694,
0.9985,-14.6943,
1.016,-14.694,
1.0335,-14.6938,
,,
0,-14.3557,
0.0175,-14.3564,
0.035,-14.3582,
0.0526,-14.3608,
0.0701,-14.3641,
0.0876,-14.3678,
0.1051,-14.3719,
0.1226,-14.3764,
0.1401,-14.3812,
0.1577,-14.3862,
0.1752,-14.3915,
0.1927,-14.3971,
0.2102,-14.4028,
0.2277,-14.4087,
0.2452,-14.4148,
0.2628,-14.4211,
0.2803,-14.4275,
0.2978,-14.434,
0.3153,-14.4406,
0.3328,-14.4474,
0.3504,-14.4542,
0.3679,-14.4611,
0.3854,-14.4679,
0.4029,-14.4748,
0.4204,-14.4812,
0.4379,-14.4859,
0.4555,-14.4859,
0.473,-14.4826,
0.4905,-14.4785,
0.508,-14.4743,
0.5255,-14.4701,
0.543,-14.4663,
0.5606,-14.4629,
0.5781,-14.4602,
0.5956,-14.4584,
0.6131,-14.4575,
0.6306,-14.4578,
0.6481,-14.4594,
0.6657,-14.4626,
0.6832,-14.4685,
0.7007,-14.4822,
0.7182,-14.5027,
0.7357,-14.5243,
0.7533,-14.5458,
0.7708,-14.5667,
0.7883,-14.5862,
0.8058,-14.603,
0.8233,-14.6154,
0.8408,-14.6231,
0.8584,-14.6291,
0.8759,-14.6364,
0.8934,-14.6455,
0.9109,-14.6472,
0.9284,-14.6419,
0.9459,-14.6359,
0.9635,-14.6301,
0.981,-14.6248,
0.9985,-14.6202,
1.016,-14.6166,
1.0335,-14.6149,
,,
0,-14.3432,
0.0175,-14.3429,
0.035,-14.3421,
0.0526,-14.3413,
0.0701,-14.3405,
0.0876,-14.34,
0.1051,-14.3395,
0.1226,-14.3392,
0.1401,-14.339,
0.1577,-14.3388,
0.1752,-14.3387,
0.1927,-14.3386,
0.2102,-14.3385,
0.2277,-14.3384,
0.2452,-14.3383,
0.2628,-14.3383,
0.2803,-14.3383,
0.2978,-14.3382,
0.3153,-14.3382,
0.3328,-14.3382,
0.3504,-14.3382,
0.3679,-14.3382,
0.3854,-14.3383,
0.4029,-14.3383,
0.4204,-14.3384,
0.4379,-14.3385,
0.4555,-14.3387,
0.473,-14.3389,
0.4905,-14.3393,
0.508,-14.3399,
0.5255,-14.3408,
0.543,-14.3424,
0.5606,-14.3447,
0.5781,-14.3479,
0.5956,-14.3526,
0.6131,-14.3648,
0.6306,-14.386,
0.6481,-14.4085,
0.6657,-14.4308,
0.6832,-14.4516,
0.7007,-14.4656,
0.7182,-14.4738,
0.7357,-14.4814,
0.7533,-14.4897,
0.7708,-14.499,
0.7883,-14.5096,
0.8058,-14.5221,
0.8233,-14.5359,
0.8408,-14.5496,
0.8584,-14.5612,
0.8759,-14.5686,
0.8934,-14.5714,
0.9109,-14.5711,
0.9284,-14.5724,
0.9459,-14.5777,
0.9635,-14.5843,
0.981,-14.5906,
0.9985,-14.5963,
1.016,-14.6007,
1.0335,-14.6026,
,,
0,-14.3357,
0.0175,-14.3356,
0.035,-14.3353,
0.0526,-14.3347,
0.0701,-14.3338,
0.0876,-14.3327,
0.1051,-14.3314,
0.1226,-14.3299,
0.1401,-14.3282,
0.1577,-14.3264,
0.1752,-14.3246,
0.1927,-14.3226,
0.2102,-14.3207,
0.2277,-14.3187,
0.2452,-14.3167,
0.2628,-14.3147,
0.2803,-14.3129,
0.2978,-14.3112,
0.3153,-14.3097,
0.3328,-14.3086,
0.3504,-14.3078,
0.3679,-14.3074,
0.3854,-14.3076,
0.4029,-14.3083,
0.4204,-14.3095,
0.4379,-14.3113,
0.4555,-14.3136,
0.473,-14.3164,
0.4905,-14.3194,
0.508,-14.3227,
0.5255,-14.3259,
0.543,-14.3288,
0.5606,-14.331,
0.5781,-14.3325,
0.5956,-14.3359,
0.6131,-14.3503,
0.6306,-14.3556,
0.6481,-14.3597,
0.6657,-14.3644,
0.6832,-14.3731,
0.7007,-14.3882,
0.7182,-14.4063,
0.7357,-14.4253,
0.7533,-14.4444,
0.7708,-14.4629,
0.7883,-14.4801,
0.8058,-14.4952,
0.8233,-14.5081,
0.8408,-14.5193,
0.8584,-14.5294,
0.8759,-14.5388,
0.8934,-14.5475,
0.9109,-14.5547,
0.9284,-14.5576,
0.9459,-14.5545,
0.9635,-14.549,
0.981,-14.5432,
0.9985,-14.5379,
1.016,-14.5342,
1.0335,-14.5328,
,,
0,-14.2673,
0.0175,-14.2671,
0.035,-14.2666,
0.0526,-14.2659,
0.0701,-14.2649,
0.0876,-14.2637,
0.1051,-14.2624,
0.1226,-14.261,
0.1401,-14.2595,
0.1577,-14.2581,
0.1752,-14.2567,
0.1927,-14.2554,
0.2102,-14.2542,
0.2277,-14.2531,
0.2452,-14.2522,
0.2628,-14.2514,
0.2803,-14.2508,
0.2978,-14.2504,
0.3153,-14.2501,
0.3328,-14.2499,
0.3504,-14.2499,
0.3679,-14.2499,
0.3854,-14.2501,
0.4029,-14.2503,
0.4204,-14.2507,
0.4379,-14.2512,
0.4555,-14.252,
0.473,-14.2531,
0.4905,-14.2547,
0.508,-14.2568,
0.5255,-14.2599,
0.543,-14.2686,
0.5606,-14.291,
0.5781,-14.3139,
0.5956,-14.3332,
0.6131,-14.334,
0.6306,-14.3344,
0.6481,-14.3352,
0.6657,-14.3425,
0.6832,-14.3543,
0.7007,-14.3606,
0.7182,-14.3644,
0.7357,-14.3677,
0.7533,-14.371,
0.7708,-14.3748,
0.7883,-14.379,
0.8058,-14.3838,
0.8233,-14.3891,
0.8408,-14.395,
0.8584,-14.4014,
0.8759,-14.4083,
0.8934,-14.4155,
0.9109,-14.423,
0.9284,-14.4306,
0.9459,-14.4382,
0.9635,-14.4456,
0.981,-14.4525,
0.9985,-14.4582,
1.016,-14.4621,
1.0335,-14.4636,
,,
0,-14.0732,
0.0175,-14.0732,
0.035,-14.0732,
0.0526,-14.0732,
0.0701,-14.0731,
0.0876,-14.0731,
0.1051,-14.0731,
0.1226,-14.0731,
0.1401,-14.0732,
0.1577,-14.0733,
0.1752,-14.0736,
0.1927,-14.0738,
0.2102,-14.0742,
0.2277,-14.0747,
0.2452,-14.0754,
0.2628,-14.0761,
0.2803,-14.077,
0.2978,-14.078,
0.3153,-14.0793,
0.3328,-14.0808,
0.3504,-14.0828,
0.3679,-14.0858,
0.3854,-14.0909,
0.4029,-14.0998,
0.4204,-14.1141,
0.4379,-14.1327,
0.4555,-14.1536,
0.473,-14.1756,
0.4905,-14.1982,
0.508,-14.2211,
0.5255,-14.2441,
0.543,-14.2626,
0.5606,-14.2687,
0.5781,-14.2758,
0.5956,-14.285,
0.6131,-14.2965,
0.6306,-14.3102,
0.6481,-14.3249,
0.6657,-14.3332,
0.6832,-14.334,
0.7007,-14.3342,
0.7182,-14.3344,
0.7357,-14.3345,
0.7533,-14.3346,
0.7708,-14.3348,
0.7883,-14.335,
0.8058,-14.3351,
0.8233,-14.3353,
0.8408,-14.3354,
0.8584,-14.3356,
0.8759,-14.3357,
0.8934,-14.3358,
0.9109,-14.3359,
0.9284,-14.336,
0.9459,-14.3361,
0.9635,-14.3363,
0.981,-14.3365,
0.9985,-14.337,
1.016,-14.3376,
1.0335,-14.338,
,,
0,-13.8442,
0.0175,-13.8445,
0.035,-13.8453,
0.0526,-13.8465,
0.0701,-13.8483,
0.0876,-13.8504,
0.1051,-13.8528,
0.1226,-13.8555,
0.1401,-13.8584,
0.1577,-13.8615,
0.1752,-13.8647,
0.1927,-13.868,
0.2102,-13.8715,
0.2277,-13.8755,
0.2452,-13.8809,
0.2628,-13.8906,
0.2803,-13.908,
0.2978,-13.929,
0.3153,-13.951,
0.3328,-13.9732,
0.3504,-13.9949,
0.3679,-14.0157,
0.3854,-14.0344,
0.4029,-14.0491,
0.4204,-14.0582,
0.4379,-14.0629,
0.4555,-14.0655,
0.473,-14.0705,
0.4905,-14.0868,
0.508,-14.1063,
0.5255,-14.1257,
0.543,-14.1445,
0.5606,-14.1623,
0.5781,-14.1785,
0.5956,-14.1928,
0.6131,-14.2048,
0.6306,-14.2146,
0.6481,-14.2224,
0.6657,-14.2288,
0.6832,-14.234,
0.7007,-14.2386,
0.7182,-14.2427,
0.7357,-14.2467,
0.7533,-14.2507,
0.7708,-14.255,
0.7883,-14.2599,
0.8058,-14.2653,
0.8233,-14.2713,
0.8408,-14.278,
0.8584,-14.2851,
0.8759,-14.2925,
0.8934,-14.2999,
0.9109,-14.3072,
0.9284,-14.314,
0.9459,-14.3202,
0.9635,-14.3256,
0.981,-14.3298,
0.9985,-14.3327,
1.016,-14.3341,
1.0335,-14.3344,
,,
0,-13.7238,
0.0175,-13.7239,
0.035,-13.7242,
0.0526,-13.7247,
0.0701,-13.7255,
0.0876,-13.727,
0.1051,-13.7294,
0.1226,-13.7336,
0.1401,-13.7413,
0.1577,-13.7541,
0.1752,-13.7715,
0.1927,-13.7912,
0.2102,-13.812,
0.2277,-13.8332,
0.2452,-13.8537,
0.2628,-13.8704,
0.2803,-13.8806,
0.2978,-13.8886,
0.3153,-13.8982,
0.3328,-13.9107,
0.3504,-13.9261,
0.3679,-13.9437,
0.3854,-13.9626,
0.4029,-13.9823,
0.4204,-14.0024,
0.4379,-14.0226,
0.4555,-14.0425,
0.473,-14.0585,
0.4905,-14.062,
0.508,-14.0615,
0.5255,-14.06,
0.543,-14.0582,
0.5606,-14.0564,
0.5781,-14.0548,
0.5956,-14.054,
0.6131,-14.0547,
0.6306,-14.0575,
0.6481,-14.0628,
0.6657,-14.0699,
0.6832,-14.0783,
0.7007,-14.0872,
0.7182,-14.0959,
0.7357,-14.1041,
0.7533,-14.1115,
0.7708,-14.1176,
0.7883,-14.1223,
0.8058,-14.1254,
0.8233,-14.127,
0.8408,-14.1271,
0.8584,-14.1259,
0.8759,-14.1235,
0.8934,-14.1203,
0.9109,-14.1164,
0.9284,-14.1121,
0.9459,-14.1077,
0.9635,-14.1035,
0.981,-14.0998,
0.9985,-14.0968,
1.016,-14.0948,
1.0335,-14.0942,
,,
0,-13.5944,
0.0175,-13.5998,
0.035,-13.6113,
0.0526,-13.6255,
0.0701,-13.6412,
0.0876,-13.6578,
0.1051,-13.6749,
0.1226,-13.6917,
0.1401,-13.7064,
0.1577,-13.7175,
0.1752,-13.7259,
0.1927,-13.7347,
0.2102,-13.7464,
0.2277,-13.7614,
0.2452,-13.7781,
0.2628,-13.7953,
0.2803,-13.812,
0.2978,-13.8274,
0.3153,-13.8403,
0.3328,-13.8502,
0.3504,-13.8573,
0.3679,-13.8627,
0.3854,-13.8674,
0.4029,-13.8724,
0.4204,-13.8783,
0.4379,-13.8855,
0.4555,-13.8941,
0.473,-13.9039,
0.4905,-13.9147,
0.508,-13.926,
0.5255,-13.9377,
0.543,-13.9494,
0.5606,-13.9607,
0.5781,-13.9714,
0.5956,-13.9808,
0.6131,-13.9882,
0.6306,-13.993,
0.6481,-13.9948,
0.6657,-13.9939,
0.6832,-13.9912,
0.7007,-13.9872,
0.7182,-13.9823,
0.7357,-13.9769,
0.7533,-13.9713,
0.7708,-13.9656,
0.7883,-13.96,
0.8058,-13.9548,
0.8233,-13.9503,
0.8408,-13.9468,
0.8584,-13.945,
0.8759,-13.9452,
0.8934,-13.9475,
0.9109,-13.9516,
0.9284,-13.9567,
0.9459,-13.9621,
0.9635,-13.9675,
0.981,-13.9722,
0.9985,-13.9759,
1.016,-13.9783,
1.0335,-13.9791,
,,
0,-13.5687,
0.0175,-13.5658,
0.035,-13.5637,
0.0526,-13.5713,
0.0701,-13.5858,
0.0876,-13.6028,
0.1051,-13.6207,
0.1226,-13.6388,
0.1401,-13.6569,
0.1577,-13.6747,
0.1752,-13.6917,
0.1927,-13.7069,
0.2102,-13.719,
0.2277,-13.7279,
0.2452,-13.7353,
0.2628,-13.7425,
0.2803,-13.7498,
0.2978,-13.7574,
0.3153,-13.7655,
0.3328,-13.7739,
0.3504,-13.7825,
0.3679,-13.791,
0.3854,-13.799,
0.4029,-13.8061,
0.4204,-13.8118,
0.4379,-13.8159,
0.4555,-13.8184,
0.473,-13.8194,
0.4905,-13.8193,
0.508,-13.8184,
0.5255,-13.8169,
0.543,-13.8151,
0.5606,-13.8133,
0.5781,-13.8116,
0.5956,-13.8103,
0.6131,-13.8098,
0.6306,-13.8103,
0.6481,-13.812,
0.6657,-13.8152,
0.6832,-13.8196,
0.7007,-13.825,
0.7182,-13.8313,
0.7357,-13.8383,
0.7533,-13.8457,
0.7708,-13.8533,
0.7883,-13.861,
0.8058,-13.8685,
0.8233,-13.8755,
0.8408,-13.8815,
0.8584,-13.886,
0.8759,-13.8886,
0.8934,-13.8891,
0.9109,-13.8879,
0.9284,-13.8857,
0.9459,-13.883,
0.9635,-13.8802,
0.981,-13.8778,
0.9985,-13.8759,
1.016,-13.8747,
1.0335,-13.8743,
,,
0,-13.5332,
0.0175,-13.5355,
0.035,-13.5397,
0.0526,-13.539,
0.0701,-13.5351,
0.0876,-13.5317,
0.1051,-13.5304,
0.1226,-13.5318,
0.1401,-13.5363,
0.1577,-13.544,
0.1752,-13.554,
0.1927,-13.5654,
0.2102,-13.5777,
0.2277,-13.5901,
0.2452,-13.6025,
0.2628,-13.6146,
0.2803,-13.6262,
0.2978,-13.6373,
0.3153,-13.6478,
0.3328,-13.6576,
0.3504,-13.6669,
0.3679,-13.6755,
0.3854,-13.6836,
0.4029,-13.6913,
0.4204,-13.6985,
0.4379,-13.7054,
0.4555,-13.7119,
0.473,-13.7182,
0.4905,-13.7241,
0.508,-13.7298,
0.5255,-13.7353,
0.543,-13.7405,
0.5606,-13.7454,
0.5781,-13.7499,
0.5956,-13.7539,
0.6131,-13.7571,
0.6306,-13.7596,
0.6481,-13.761,
0.6657,-13.7615,
0.6832,-13.7613,
0.7007,-13.7606,
0.7182,-13.7597,
0.7357,-13.759,
0.7533,-13.7585,
0.7708,-13.7585,
0.7883,-13.7589,
0.8058,-13.7598,
0.8233,-13.7609,
0.8408,-13.7624,
0.8584,-13.764,
0.8759,-13.7658,
0.8934,-13.7677,
0.9109,-13.7696,
0.9284,-13.7714,
0.9459,-13.7731,
0.9635,-13.7747,
0.981,-13.7761,
0.9985,-13.7771,
1.016,-13.7777,
1.0335,-13.7779,
,,
0,-13.4696,
0.0175,-13.4777,
0.035,-13.4842,
0.0526,-13.487,
0.0701,-13.4874,
0.0876,-13.4869,
0.1051,-13.4864,
0.1226,-13.4866,
0.1401,-13.487,
0.1577,-13.487,
0.1752,-13.4864,
0.1927,-13.4854,
0.2102,-13.4843,
0.2277,-13.4835,
0.2452,-13.4834,
0.2628,-13.4842,
0.2803,-13.4863,
0.2978,-13.4899,
0.3153,-13.4948,
0.3328,-13.5011,
0.3504,-13.5084,
0.3679,-13.5167,
0.3854,-13.5256,
0.4029,-13.535,
0.4204,-13.5448,
0.4379,-13.5549,
0.4555,-13.5652,
0.473,-13.5756,
0.4905,-13.586,
0.508,-13.5964,
0.5255,-13.6067,
0.543,-13.6168,
0.5606,-13.6267,
0.5781,-13.6363,
0.5956,-13.6454,
0.6131,-13.6541,
0.6306,-13.6622,
0.6481,-13.6697,
0.6657,-13.6765,
0.6832,-13.6824,
0.7007,-13.6874,
0.7182,-13.6914,
0.7357,-13.6944,
0.7533,-13.6964,
0.7708,-13.6974,
0.7883,-13.6976,
0.8058,-13.697,
0.8233,-13.6959,
0.8408,-13.6944,
0.8584,-13.6927,
0.8759,-13.691,
0.8934,-13.6892,
0.9109,-13.6876,
0.9284,-13.6862,
0.9459,-13.6849,
0.9635,-13.6839,
0.981,-13.6831,
0.9985,-13.6826,
1.016,-13.6823,
1.0335,-13.6822,
,,
0,-13.4617,
0.0175,-13.4501,
0.035,-13.4342,
0.0526,-13.4202,
0.0701,-13.4134,
0.0876,-13.4152,
0.1051,-13.4197,
0.1226,-13.4226,
0.1401,-13.4225,
0.1577,-13.4201,
0.1752,-13.4164,
0.1927,-13.4122,
0.2102,-13.4082,
