Date,AAL,AAPL,ABT,AMC,BNTX,BXP,CCL,DAL,DVN,EDIT,HPP,JNJ,MRNA,MRO,PFE,SLG,TSLA,UAL,WEN,WFC,WMT,XOM,SP500
4/20/2021,20.37,133.11,120.00,9.28,156.18,106.13,25.72,44.45,20.97,34.47,27.78,166.48,156.78,10.11,39.03,70.14,718.99,50.30,22.77,42.54,140.79,55.29,4134.94
4/21/2021,21.01,133.50,122.60,9.78,161.80,107.40,27.33,45.70,21.17,35.86,27.95,166.59,169.50,10.44,39.53,71.42,744.12,51.86,22.35,43.24,141.20,56.00,4173.42
4/22/2021,20.07,131.94,123.50,9.99,168.95,106.00,26.91,44.65,21.00,36.29,27.27,165.18,168.10,10.33,38.64,69.55,719.69,51.03,22.62,42.70,139.67,55.27,4134.98
4/23/2021,21.11,134.32,123.31,10.16,173.00,106.05,27.27,45.80,21.44,36.91,27.41,165.52,173.63,10.67,38.66,71.25,729.40,53.11,22.60,43.86,139.90,55.57,4180.17
4/26/2021,22.04,134.72,122.58,11.50,174.65,107.33,27.55,46.61,21.87,39.08,27.94,164.12,177.61,10.78,38.68,72.51,738.20,53.78,22.21,44.14,137.91,55.68,4187.62
4/27/2021,21.76,134.39,121.70,11.46,172.84,108.10,27.81,46.34,22.14,39.15,27.93,163.18,183.41,11.04,38.45,74.01,704.74,53.48,22.28,45.09,138.38,56.41,4186.72
4/28/2021,21.70,133.58,121.45,10.85,175.77,107.54,27.80,46.44,24.03,38.92,27.97,161.98,178.68,11.75,38.81,74.42,694.40,53.55,22.27,45.08,137.89,58.11,4183.18
4/29/2021,21.30,133.48,121.01,10.20,179.65,109.42,27.21,46.38,24.07,37.37,28.10,164.20,175.67,11.73,38.60,75.01,677.00,53.69,22.62,46.24,139.63,58.94,4211.47
4/30/2021,21.72,131.46,120.08,10.03,188.28,109.35,27.96,46.92,23.38,37.01,28.11,162.73,178.82,11.26,38.65,74.01,709.44,54.40,22.57,45.05,139.91,57.24,4181.17
5/3/2021,21.95,132.54,119.53,9.71,208.90,108.08,27.93,46.57,23.62,35.59,27.66,165.21,186.02,11.13,39.83,72.95,684.90,54.46,22.80,45.48,142.12,58.82,4192.66
5/4/2021,21.42,127.85,117.54,9.39,176.88,108.42,26.68,44.66,23.45,34.66,28.05,167.77,173.59,11.32,39.95,74.41,673.60,52.80,22.90,45.74,140.72,59.19,4164.66
5/5/2021,21.57,128.10,118.51,9.17,170.77,106.19,26.52,45.20,25.23,34.72,27.20,167.07,162.84,11.70,39.97,71.41,670.94,53.27,22.64,45.94,140.60,60.97,4167.59
5/6/2021,21.49,129.74,118.79,9.00,168.00,107.51,25.95,44.93,25.27,34.34,27.27,167.74,160.50,11.50,39.19,72.67,663.54,53.05,22.80,46.63,141.05,61.55,4201.62
5/7/2021,22.00,130.21,118.95,9.51,183.71,108.16,26.76,46.11,26.22,34.11,27.67,168.50,163.15,11.89,39.58,72.92,672.37,54.73,22.80,46.54,140.20,62.43,4232.60
5/10/2021,22.00,126.85,118.94,9.74,202.35,108.21,26.27,45.43,26.01,31.29,27.48,170.27,158.55,11.65,39.86,72.47,629.04,54.03,22.73,46.60,140.82,62.58,4188.43
5/11/2021,21.57,125.91,118.39,10.05,198.02,107.59,25.88,44.52,25.74,32.80,27.35,168.88,158.99,11.49,39.35,72.56,617.20,52.70,22.80,45.72,139.55,60.59,4152.10
5/12/2021,20.76,122.77,116.35,10.32,186.13,103.81,24.78,43.03,25.58,31.72,26.45,168.20,152.68,11.54,39.69,70.58,589.89,51.01,22.48,45.64,135.94,60.04,4063.04
5/13/2021,21.21,124.97,117.45,12.77,180.79,106.01,25.12,43.97,24.75,31.40,26.83,169.96,149.87,11.07,40.10,70.84,571.69,52.43,22.51,46.40,138.24,59.30,4112.50
5/14/2021,22.40,127.45,118.31,12.98,192.77,108.20,27.20,46.31,26.38,33.22,26.97,170.22,161.38,11.80,40.02,72.27,589.74,55.28,23.40,46.96,139.52,60.77,4173.85
